run,layers,atempt,train_loss,validation_loss,generalisation_x2,generalisation_x3,generalisation_x4
0,1,0,"[[3.2475214595794677, 3.144815221786499, 3.1157524485588075, 3.1003915178775787, 3.0891591153144837, 3.0821527540683746, 3.0769002645015715, 3.0745729026794435, 3.071789286136627, 3.065752453327179, 3.060396727800369, 3.0503375041484833, 3.0459873492717744, 3.0444244542121885, 3.040295164823532, 3.0379362068176268, 3.036380635738373, 3.034830896139145, 3.033455660820007, 3.0326242010593414, 3.0305674633979796, 3.029994145154953, 3.0289689111709595, 3.0247084465026854, 3.023869917631149, 3.0243526997566224, 3.0229335634708403, 3.0230055210590363, 3.0221170256137846, 3.021230068922043, 3.0216196863651277, 3.0212836587429046, 3.0205884494781494, 3.020246694803238, 3.0202415504455566, 3.0201028501987457, 3.020371265411377, 3.020328281402588, 3.019246699094772, 3.01898011469841, 3.019085544347763, 3.0187565560340883, 3.0187157568931577, 3.0181193883419035, 3.0184146218299865, 3.018102722167969, 3.0180661017894743, 3.0172268006801604, 3.01702201962471, 3.0175181736946106, 3.0174632017612457, 3.0175625693798067, 3.0168003692626955, 3.016847693681717, 3.016149854183197, 3.015665786266327, 3.015555537223816, 3.0163596436977387, 3.016591378211975, 3.0150005939006808, 3.014309434890747, 3.0154482719898223, 3.0146715426445008, 3.0141305022239684, 3.014112909793854, 3.01512976026535, 3.014222025156021, 3.0143100521564485, 3.0141266584396362, 3.0141440250873566, 3.0142141592007476], [3.01335248208046, 3.0130222260951998, 3.0122430975437164, 3.0134745454788208, 3.01404093337059, 3.013058275938034, 3.012551862001419, 3.012905685424805, 3.0121921985149385, 3.012694458246231, 3.012418534517288, 3.012297985315323, 3.0120944011211397, 3.0116153275966644, 3.011932631492615, 3.0116441922187804, 3.011953450679779, 3.0117827749252317, 3.0118374238014223, 3.0116170420646666, 3.01064789390564, 3.010526029586792, 3.0106437568664552, 3.0109155354499815, 3.0121316673755647, 3.0102953176498413, 3.0095276567935945, 3.010298965930939, 3.009877576351166, 3.0111893503665925, 3.0101242871284484, 3.009289798974991, 3.0097596378326417, 3.0092179532051087, 3.008930166721344, 3.009809928417206, 3.0090712666511537, 3.0084099333286285, 3.008921326637268, 3.008996064186096, 3.006659024238586, 3.0080444004535676, 3.007335023164749, 3.0071896755695344, 3.0069251177310945, 3.00656679391861, 3.005959494113922, 3.006302838563919, 3.0068217866420746, 3.0057641005516054, 3.0056843621730804, 3.006111011505127, 3.006784580945969, 3.0060969836711884, 3.005523679494858, 3.0053713681697847, 3.004596345663071, 3.005346641778946, 3.005283459186554, 3.004970954656601, 3.005656198263168, 3.004245073795319, 3.0051717703342438, 3.00549183344841, 3.0042046625614165, 3.003949467897415, 3.0044558765888216, 3.0040875079631806, 3.003954889535904, 3.003594656944275, 3.002784399178843]]","[3.013313335232922, 3.0036669710633634]","(0.0002, 0.0, 0.0)","(0.9775, 0.9654, 0.0481)","(0.0, 0.0, 0.0)"
0,1,1,"[[3.2748614456653593, 3.2048209629058837, 3.1515740280151365, 3.0924986548423767, 3.0776739265918733, 3.0688782222270965, 3.0665231742858885, 3.0606871068477632, 3.047962588310242, 3.0428252093791963, 3.040256760597229, 3.038641696214676, 3.0371371898651125, 3.035321412086487, 3.033790872335434, 3.0334836740493776, 3.0323048043251037, 3.0302876188755037, 3.0307634313106537, 3.0290521261692045, 3.0273884410858156, 3.026209963083267, 3.025939871311188, 3.0238502304553987, 3.0212687120437622, 3.0201919605731966, 3.0194239842891695, 3.018992206811905, 3.018135198354721, 3.018879136800766, 3.016553676366806, 3.016005284786224, 3.015523567199707, 3.014346352338791, 3.012793135404587, 3.012035647392273, 3.0117422189712526, 3.0115692479610443, 3.0114035284519196, 3.009991123199463, 3.009649262666702, 3.009996393442154, 3.009558935403824, 3.0095463273525236, 3.0087751433849337, 3.007680111646652, 3.0070521268844606, 3.007312367916107, 3.0075559072494507, 3.0070699880123137, 3.0063521695137023, 3.006510603427887, 3.0056665251255037, 3.0052092580795287, 3.005287809610367, 3.00537740278244, 3.004810803413391, 3.004804963350296, 3.00416224360466, 3.0040111198425294, 3.004285215616226, 3.0032792620658872, 3.004056064128876, 3.0040683953762053, 3.003752052307129, 3.0037237558364867, 3.0037526438236237, 3.0034417972564698, 3.0039345853328703, 3.0034407918453216, 3.0038238668594115], [3.002788138151169, 3.00342204618454, 3.0025447838306425, 3.0027261250019075, 3.0023436567783355, 3.003343428850174, 3.002414275407791, 3.0027548730373383, 3.0027016637325286, 3.0023246779441832, 3.0012400226593017, 3.0011019060611726, 3.001669265985489, 3.0018619339466097, 3.0017663662433622, 3.0012494084835053, 3.000481283187866, 3.001777679204941, 3.001358768939972, 3.0016530480384827, 3.001047015428543, 3.0015055079460145, 3.0009766938686373, 3.0009045190811157, 3.0012400670051576, 3.000683511734009, 3.000619345664978, 3.0008118708133695, 3.001323362827301, 3.0012512762546537, 3.0010124883651734, 3.000719114780426, 3.000886087656021, 3.000149003267288, 3.0004726850986483, 3.0003156819343566, 3.0006169431209564, 3.0003656265735628, 2.9994994566440583, 3.000150806427002, 3.0003874752521513, 2.9998830964565277, 2.9994051609039305, 3.000112471818924, 2.9995211091041565, 2.9999238333702087, 3.000495757341385, 2.9996250038146974, 2.9996682467460634, 3.000163589477539, 2.9987403781414033, 3.000069131612778, 2.9988919506073, 3.000524151802063, 2.9982906036376953, 2.9987918512821197, 2.9994197719097135, 2.999290220499039, 2.9993608412742616, 2.999177665233612, 2.9989193069934843, 2.999072089910507, 2.999491342306137, 2.9988045542240145, 2.998891009569168, 2.998488909959793, 2.9975173568725584, 2.9986564469337464, 2.998307143688202, 2.998614725112915, 2.997639603508166]]","[3.0030739968372004, 2.997658109414689]","(0.0, 0.0, 0.0)","(0.9853, 0.8336, 0.0444)","(0.0, 0.0, 0.0)"
0,1,2,"[[3.257897061109543, 3.134585788488388, 3.101522603273392, 3.0683948752880097, 3.0521868100166323, 3.04529353761673, 3.04204603433609, 3.0362269818782806, 3.0321940040588378, 3.0292872838974, 3.0271650974750517, 3.025255962610245, 3.0229831349849703, 3.022587959766388, 3.0223949251174926, 3.021056559562683, 3.0199475135803224, 3.0190093259811404, 3.0173931550979614, 3.0168356828689573, 3.017055497407913, 3.0151852090358733, 3.015121761798859, 3.014776682853699, 3.014835689544678, 3.0137048652172087, 3.0133694746494295, 3.0132817556858065, 3.012062282085419, 3.0121764340400694, 3.012212580919266, 3.0108754568099974, 3.0104641988277434, 3.010638036251068, 3.0104386744499205, 3.0096632702350616, 3.0098881647586824, 3.0088389914035796, 3.0081353356838227, 3.0086044485569, 3.0079158716201784, 3.00740913105011, 3.007729999303818, 3.006892394781113, 3.006357111930847, 3.0065398762226105, 3.006989775896072, 3.006811623573303, 3.006389145374298, 3.0060908122062684, 3.0058713076114656, 3.0057866344451902, 3.0048186063766478, 3.005363734960556, 3.0045932922363283, 3.0054910962581634, 3.0042447662353515, 3.0047502422332766, 3.003910447597504, 3.003986964702606, 3.0040697133541108, 3.0040887525081637, 3.0030314283370974, 3.003854939699173, 3.0043188869953155, 3.003524327993393, 3.0025635650157927, 3.0022456455230713, 3.001922346830368, 3.0024919781684876, 3.0014731861151063], [3.0021039118766786, 3.002380928277969, 3.0022225003242493, 3.002638425350189, 3.002063775777817, 3.0021858634948733, 3.000603933811188, 3.0026109709739686, 3.0021652042865754, 3.000716156244278, 3.0012855219841, 3.0013503851890566, 2.999798423051834, 3.0008999571800232, 3.0004872925281525, 3.0003043937683107, 3.0008105585575104, 3.000032465696335, 3.000414587497711, 3.0010143189430236, 3.0000526804924013, 3.0005701401233673, 3.000290168046951, 2.9995935516357424, 2.9995102200508117, 2.999388337135315, 3.000473564147949, 2.998969347000122, 2.9999934945106506, 2.998865019083023, 2.9997548792362214, 2.9993859255313873, 2.9990555467605593, 2.9997496588230135, 2.9987706162929535, 2.998625742673874, 2.9975841920375825, 2.998184199333191, 2.9988625435829164, 2.998142281532288, 2.9977118008136747, 2.997697549581528, 2.9975078020095824, 2.9971936044692993, 2.996924834728241, 2.997270444869995, 2.9971557910442352, 2.9962796816825867, 2.997081359624863, 2.9960422434806824, 2.99612428855896, 2.996880040884018, 2.9972849292755126, 2.9962279205322266, 2.9956824538707734, 2.99627579164505, 2.9963844904899597, 2.9954363894462586, 2.9956141817569732, 2.9958176946640016, 2.9955903360843656, 2.9955022368431092, 2.9942390208244323, 2.995269211053848, 2.9960749480724336, 2.9951087625026704, 2.995376108646393, 2.995473602294922, 2.9947350137233735, 2.9954752554893496, 2.995719045114974]]","[3.001769375804138, 2.9945979657558266]","(0.0003, 0.0, 0.0)","(0.977, 0.953, 0.0497)","(0.0, 0.0, 0.0)"
0,1,3,"[[3.272159205675125, 3.1576671998500823, 3.092965315580368, 3.0819739549160006, 3.051440181493759, 3.0430785858631135, 3.0379300997257235, 3.0332346053123476, 3.030389533996582, 3.027612982749939, 3.025387698173523, 3.0236637411117555, 3.022153976202011, 3.0220229682922364, 3.0220015511512757, 3.0204294016361235, 3.0196606109142303, 3.01704265999794, 3.015276797771454, 3.013519068479538, 3.012368024349213, 3.0126856591701507, 3.011477757692337, 3.010760637283325, 3.01112771987915, 3.0101150360107423, 3.01042543387413, 3.0097401859760287, 3.0090291900634765, 3.008519905328751, 3.008308840751648, 3.0085332510471345, 3.007374934911728, 3.00754253578186, 3.0068523778915406, 3.0068215625286103, 3.0057338774204254, 3.005938498020172, 3.0063260369300844, 3.005509788990021, 3.004704594373703, 3.005189232349396, 3.004184769153595, 3.004398366212845, 3.0038505527973176, 3.00337726688385, 3.0029798183441163, 3.002767315864563, 3.00338210272789, 3.0029517743587495, 3.0019507477283476, 3.003126173734665, 3.003190351486206, 3.0024208405017854, 3.0025979969501497, 3.002073149204254, 3.001154027938843, 3.0011842200756074, 3.0006543803215027, 3.0013072228431703, 3.001002616882324, 3.0007704565525053, 3.0012784192562103, 3.0002001433372496, 3.000731787443161, 3.000652299642563, 3.0004674184322355, 3.000959331035614, 2.999541898727417, 2.999416479110718, 2.9999748769278725], [2.999140605688095, 2.998835216283798, 2.999103977441788, 2.998483027458191, 2.9980259382724763, 2.997395576953888, 2.99770387506485, 2.9979963777065275, 2.9967819628715513, 2.9967956268787384, 2.996645086765289, 2.9958980927467347, 2.995792996644974, 2.9956422319412233, 2.995723410129547, 2.9965247824192045, 2.9961445395946504, 2.995314773082733, 2.9952148547172546, 2.9952978954315186, 2.995377874135971, 2.9952479991912844, 2.995190920829773, 2.995306582689285, 2.994466479301453, 2.9941912441253664, 2.994048644542694, 2.9946548871994016, 2.9944344680309296, 2.9944545438289643, 2.9947195992469786, 2.9938811001777648, 2.9938294265270233, 2.9939682047367095, 2.9935549466609954, 2.992338436603546, 2.992773939371109, 2.9930873222351075, 2.992088062286377, 2.9920109679698945, 2.9917598109245302, 2.9920965213775634, 2.991172459602356, 2.991485397338867, 2.991881024837494, 2.9917103810310364, 2.991630293369293, 2.991341928720474, 2.990872572183609, 2.9917545011043547, 2.9913608548641206, 2.9913783345222473, 2.99154088640213, 2.991015924692154, 2.9905265040397646, 2.9907542552948, 2.9916758298873902, 2.9907601606845855, 2.99077223944664, 2.990909843206406, 2.990496109724045, 2.990094049692154, 2.990805626869202, 2.9911638391017914, 2.990224066734314, 2.990378654241562, 2.991825558900833, 2.9893731060028075, 2.9904715979099272, 2.989572189807892, 2.9903095057978035]]","[2.9992536131374115, 2.989867365285497]","(0.0002, 0.0, 0.0)","(0.9906, 0.9666, 0.046)","(0.0, 0.0, 0.0)"
0,1,4,"[[3.2696512084007265, 3.1786662497520446, 3.109030922174454, 3.0911811242103577, 3.078632689237595, 3.0686677331924437, 3.063178643941879, 3.061046340942383, 3.0598724076747894, 3.0534651856422426, 3.044360145330429, 3.039757417201996, 3.036214430332184, 3.0335653758049013, 3.031259863615036, 3.0295872082710265, 3.0279829840660097, 3.0266705465316774, 3.026225445508957, 3.0250640363693235, 3.0245800364017486, 3.022932576417923, 3.0220740950107574, 3.0205831654071806, 3.0208470749855043, 3.01922634935379, 3.018483930110931, 3.0180295515060425, 3.0181266210079194, 3.01738773727417, 3.0165150005817414, 3.0153869051933286, 3.015504786491394, 3.0148717856407163, 3.0145309760570527, 3.0132343485355375, 3.013390571117401, 3.013154821395874, 3.012747926712036, 3.0122126178741455, 3.011214193344116, 3.0120412991046908, 3.011202411413193, 3.0112046654224396, 3.010055899620056, 3.010355256319046, 3.010322457075119, 3.0102919409275053, 3.0088391482830046, 3.0096601765155793, 3.0100531537532804, 3.0095581872463226, 3.0093481216430664, 3.0085762016773225, 3.009106639146805, 3.008143049001694, 3.007747383117676, 3.0082191092967987, 3.007894380092621, 3.0074754457473754, 3.007674126625061, 3.0073170306682586, 3.0072351751327515, 3.0068351044654844, 3.006237468242645, 3.0064678564071654, 3.006367928981781, 3.006500420808792, 3.005720850229263, 3.00556645488739, 3.0068153992247657], [3.0059882073402404, 3.005267629623413, 3.005440762758255, 3.005120949268341, 3.005110275268555, 3.0050276944637297, 3.005170522451401, 3.0048358795642853, 3.0050088996887205, 3.005332673072815, 3.005466634273529, 3.004603088617325, 3.005430549621582, 3.004621204614639, 3.004950524568558, 3.004431241750717, 3.0045629894733428, 3.0042216913700104, 3.0034371781349183, 3.0042953801155092, 3.0043741278648377, 3.003468584775925, 3.003303570270538, 3.003741330623627, 3.003118666410446, 3.003450771570206, 3.0031924629211426, 3.0029096238613127, 3.002439804315567, 3.00313049864769, 3.0031337676048278, 3.0028553199768067, 3.0036772265434264, 3.002231795310974, 3.003101786613464, 3.0031855232715605, 3.002776846885681, 3.0026469135284426, 3.0030799403190613, 3.0029113495349886, 3.0017477407455444, 3.002144017457962, 3.002793251991272, 3.002214917421341, 3.0024246509075163, 3.002386934041977, 3.0024003195762634, 3.0017070150375367, 3.0020348055362702, 3.0024341299533845, 3.001241946220398, 3.001866602182388, 3.0012792842388154, 3.001105607509613, 3.0025190904140473, 3.0025574779510498, 3.001933995485306, 3.001976426362991, 3.0009037330150603, 3.0008638772964478, 3.0019679403305055, 3.001628950357437, 3.001180248260498, 3.000683501958847, 3.0007572648525236, 3.0011879756450655, 3.0007054913043976, 3.0012129731178283, 3.001586181640625, 3.0011292843818667, 3.000476297098227]]","[3.005827977076606, 3.001012933676883]","(0.0, 0.0, 0.0)","(0.9906, 0.9656, 0.0442)","(0.0, 0.0, 0.0)"
0,2,0,"[[3.2133760952949526, 3.097909308671951, 3.081490067243576, 3.0673374135494234, 3.058752788543701, 3.0573483846187592, 3.0562781178951264, 3.052295475244522, 3.0362916259765624, 3.0308552856445314, 3.0279476034641264, 3.0251679761409758, 3.0224094500541687, 3.021642991781235, 3.02076735496521, 3.0201060681343077, 3.018605427503586, 3.016238967657089, 3.0075685641765593, 2.993307182312012, 2.9841556158065794, 2.9520228819847105, 2.946074492454529, 2.9418523602485656, 2.937901163339615, 2.9355839030742645, 2.9328958246707915, 2.929991842985153, 2.927343918323517, 2.9259273838996886, 2.9236382355690003, 2.9214855160713196, 2.9192058391571045, 2.917350636482239, 2.91494722533226, 2.90830286359787, 2.9037777190208436, 2.9015572276115416, 2.8982618000507356, 2.896364377260208, 2.8906916692256925, 2.8882776594161985, 2.8855058400630953, 2.883745933532715, 2.8813628211021425, 2.879890247106552, 2.8784287447929384, 2.877053572893143, 2.8761840589046477, 2.874470530509949, 2.8736805107593537, 2.872191666841507, 2.8707944078445435, 2.86934977889061, 2.8693716053962706, 2.867953222513199, 2.867553010463715, 2.8660922214984894, 2.866227696418762, 2.8650498909950257, 2.8645259869098663, 2.863702940702438, 2.863032517910004, 2.862133455514908, 2.860653153181076, 2.8599703369140625, 2.858995506763458, 2.8575417504310607, 2.856261157035828, 2.8564522700309753, 2.8556515195499212], [2.8545814180374145, 2.8540721859931946, 2.8529426357746126, 2.852137186765671, 2.851252267360687, 2.85008589553833, 2.849262433767319, 2.8482145025730135, 2.847350699186325, 2.8465370693206786, 2.8454901101589205, 2.8440849525928495, 2.8435748076438903, 2.842501670598984, 2.8408744337558747, 2.839641061782837, 2.839508591890335, 2.8375782368183136, 2.8363806080818175, 2.83540079164505, 2.835260252714157, 2.8343593871593473, 2.8335993349552155, 2.833176730632782, 2.8323143393993377, 2.831815562725067, 2.8320514731407167, 2.8306318275928497, 2.8294523174762727, 2.829243500471115, 2.8294670612812043, 2.8280320665836336, 2.8278523952960968, 2.8269116039276123, 2.8268637771606446, 2.8264398589134214, 2.8252643277645113, 2.82508318066597, 2.8242381734848023, 2.823361334323883, 2.8231279249191283, 2.822856421709061, 2.822507060289383, 2.822377423048019, 2.8217636086940767, 2.820806042432785, 2.821060800075531, 2.820478018760681, 2.8200884625911713, 2.8203393518924713, 2.8189256718158724, 2.8189783561229707, 2.8179572591781614, 2.818208370923996, 2.817873431444168, 2.8176213393211365, 2.816942659854889, 2.816852579116821, 2.8163475065231323, 2.816101032733917, 2.8154434156417847, 2.815068232059479, 2.814741480588913, 2.814352998018265, 2.814028524637222, 2.813679524898529, 2.8134687118530275, 2.8133659291267397, 2.8125287840366364, 2.8122362899780273, 2.8117837212717953]]","[2.855278023833672, 2.8132126738407783]","(0.0551, 0.0303, 0.0026)","(0.9944, 0.9902, 0.4558)","(0.115, 0.0987, 0.0001)"
0,2,1,"[[3.2461573145389555, 3.1001706068515777, 3.0734008326530455, 3.0607956037521364, 3.0465053989887236, 3.037041729927063, 3.031590987443924, 3.0283735535144807, 3.024095259666443, 3.0215100135803223, 3.019607697725296, 3.0171201031208037, 3.016604177951813, 3.014939507961273, 3.0150501961708067, 3.0133192720413207, 3.012708131313324, 3.012393832921982, 3.011407003164291, 3.010585016012192, 3.0100625228881834, 3.0047937803268434, 2.986745225429535, 2.978214852333069, 2.9436966416835784, 2.939998997449875, 2.9367650036811828, 2.93327192735672, 2.929534021139145, 2.926444514989853, 2.9225322859287264, 2.9191539189815523, 2.9163027474880217, 2.914039321899414, 2.911084334373474, 2.90772970533371, 2.905451922416687, 2.903699392557144, 2.902323125123978, 2.9018070375919343, 2.899916396856308, 2.898643830060959, 2.8967782001495364, 2.894830702781677, 2.8940003578662874, 2.8924282066822053, 2.8912400352954863, 2.8896722912788393, 2.8890370581150053, 2.887833542108536, 2.886510324716568, 2.884520387649536, 2.8837279531955717, 2.883645085811615, 2.8816229929924013, 2.8762331664562226, 2.871963195323944, 2.870315913438797, 2.868245487689972, 2.8676214303970338, 2.8662010657787325, 2.8628419437408446, 2.8625781700611115, 2.8613765532970428, 2.8602014772891997, 2.85902285695076, 2.858179881334305, 2.8569810769557953, 2.8550450706481936, 2.8547836077213287, 2.8548474867884726], [2.8522486062049865, 2.850066993713379, 2.8496630673408507, 2.848388714313507, 2.846493325471878, 2.8449493877887724, 2.8445661261081696, 2.8430317704677583, 2.842952368736267, 2.8417385201454164, 2.840664664506912, 2.839585676431656, 2.8387991960048677, 2.838452637195587, 2.8376654024124144, 2.837005665540695, 2.8356678519248963, 2.8345237221717836, 2.8346521258354187, 2.83349701333046, 2.8329771049022674, 2.8322679352760316, 2.8315254259109497, 2.830529633998871, 2.830019174814224, 2.829093516588211, 2.828834179878235, 2.8276401579380037, 2.827487925052643, 2.826399832725525, 2.8262031919956208, 2.825905485153198, 2.8251846187114715, 2.824682815551758, 2.824032146692276, 2.8235719158649446, 2.8229187979698183, 2.822728619813919, 2.8222058951854705, 2.8215814242362978, 2.8209087846279144, 2.8208274323940277, 2.8206725268363955, 2.8191170423030854, 2.819688012123108, 2.8187317533493044, 2.8179838044643404, 2.8176078629493713, 2.8180013399124144, 2.817049263715744, 2.817210540056229, 2.8163706290721895, 2.8158452258110045, 2.814658866405487, 2.8151560621261598, 2.814547311067581, 2.814684415817261, 2.813887238264084, 2.813639136314392, 2.8128212196826934, 2.8130302057266237, 2.813005300760269, 2.8127219178676603, 2.811928117990494, 2.8119432220458984, 2.8117252719402313, 2.811117727279663, 2.8105686087608337, 2.8106838374137877, 2.810483617544174, 2.8102258523813073]]","[2.8539623833032204, 2.8096745999235053]","(0.0066, 0.004, 0.0004)","(0.9891, 0.9857, 0.4562)","(0.0596, 0.0563, 0.0)"
0,2,2,"[[3.20838205909729, 3.1130123960971834, 3.0925016305446626, 3.0836031839847564, 3.080955368280411, 3.062776909828186, 3.0585563299655916, 3.0540619270801543, 3.042215755701065, 3.036085154533386, 3.0326781537532805, 3.030287429571152, 3.014910539388657, 2.991355012893677, 2.9850778460502623, 2.9816353380680085, 2.9782088086605074, 2.966310014009476, 2.9539366500377655, 2.9438378603458406, 2.9387912182807923, 2.9337828330993654, 2.9302587361335752, 2.9257127575874327, 2.9241758716106414, 2.9218492476940154, 2.919542123556137, 2.9183894338607788, 2.916126455307007, 2.914796561956406, 2.9124021365642547, 2.9115586173534393, 2.9102258191108703, 2.9089782829284667, 2.906873520374298, 2.9054383814334868, 2.9035956356525423, 2.9010837268829346, 2.899173481941223, 2.897765753030777, 2.895268940448761, 2.8929451682567597, 2.8909599657058718, 2.890083635568619, 2.888065993785858, 2.8864272890090943, 2.8846074929237364, 2.883937912940979, 2.88224023771286, 2.881204980611801, 2.880470136165619, 2.879019102334976, 2.8785923299789427, 2.876135104894638, 2.876187220573425, 2.873353477716446, 2.8734811267852782, 2.8725936844348907, 2.870914207458496, 2.8701620564460755, 2.8687736744880676, 2.866940727472305, 2.8661040432453158, 2.8639682688713073, 2.8632389664649964, 2.862127637386322, 2.8615610539913177, 2.860072962284088, 2.8597098824977873, 2.8580783581733704, 2.856172391020071], [2.855823194026947, 2.856238042831421, 2.855839407682419, 2.8545298886299135, 2.8536058049201967, 2.852662220954895, 2.8517067358493806, 2.8512328317165374, 2.84920023727417, 2.849375953912735, 2.848288369178772, 2.848170130729675, 2.846854177236557, 2.847169552087784, 2.8458466386795043, 2.8459146184921265, 2.8446031496524813, 2.8444336450099943, 2.844130474567413, 2.843340755224228, 2.842323110103607, 2.8406765859127043, 2.840189339160919, 2.840004327058792, 2.8395583753585814, 2.8392725250720976, 2.8380675880908965, 2.8377020897865295, 2.8370035786628724, 2.8365349397659303, 2.8348242192268374, 2.8343270602226256, 2.833155944108963, 2.8331117520332336, 2.8327105464935305, 2.8324683306217193, 2.8313122475147248, 2.830436495065689, 2.8300573806762697, 2.8293788352012634, 2.828852888584137, 2.8285534019470213, 2.827595799922943, 2.8275638415813447, 2.827115330219269, 2.8259585433006285, 2.8257297270298003, 2.8249745852947235, 2.8248568749427796, 2.823477399110794, 2.823192799091339, 2.8228865740299223, 2.8223606634140013, 2.8216583383083345, 2.8219710857868194, 2.821113638162613, 2.820769645690918, 2.8206648886203767, 2.8201589806079865, 2.8201132955551147, 2.8197820868492127, 2.8193316614627837, 2.818768412590027, 2.818842355489731, 2.8182464385032655, 2.8180018332004546, 2.8175100486278533, 2.81774294090271, 2.817531815767288, 2.8168095014095305, 2.816147580314368]]","[2.856129920667255, 2.8162632050166954]","(0.0001, 0.0, 0.0)","(0.9905, 0.9877, 0.3876)","(0.0336, 0.033, 0.0001)"
0,2,3,"[[3.2360345323085786, 3.117308491230011, 3.0930857555866242, 3.0823879153728484, 3.0761240808963777, 3.0702014334201815, 3.069004486322403, 3.0674747240543367, 3.066349878549576, 3.0642537293434144, 3.062686132669449, 3.0613701589107514, 3.061569406747818, 3.0602511863708495, 3.059097941398621, 3.0594379868507384, 3.0590036008358004, 3.058107847929001, 3.0570763001441956, 3.0568935465812683, 3.0568746361732484, 3.056507761478424, 3.0559758577346803, 3.05662583565712, 3.0529674298763276, 3.041932173728943, 3.025992565393448, 3.0084850878715517, 2.9809065215587616, 2.9657497906684878, 2.959427644968033, 2.951306088209152, 2.947699589729309, 2.9441135342121125, 2.9409368455410005, 2.9365404036045075, 2.9341393318176268, 2.9324097628593444, 2.9306443219184874, 2.9276327364444734, 2.924645623207092, 2.9197349245548248, 2.9152919251918794, 2.910500990152359, 2.9075942912101747, 2.9058864154815676, 2.902359355211258, 2.900863242387772, 2.898072830438614, 2.8962387318611147, 2.894015202045441, 2.8931576578617095, 2.89119269824028, 2.890035029172897, 2.88893856215477, 2.886972409486771, 2.886079942703247, 2.8857523987293243, 2.883788810491562, 2.8834736313819884, 2.881638189315796, 2.88130708026886, 2.877548822402954, 2.876743582725525, 2.8749485306739806, 2.8740695576667785, 2.8730471847057344, 2.873029371261597, 2.872428439617157, 2.872231124162674, 2.8713012556679334], [2.870420173406601, 2.8697395408153534, 2.8685215039253236, 2.8679132726192473, 2.8674902577400205, 2.867433971166611, 2.865841863870621, 2.86498987865448, 2.8635108394622804, 2.863294415950775, 2.862022117614746, 2.8614428050518037, 2.860089088201523, 2.859276122570038, 2.8591058690547944, 2.8590037438869476, 2.858024729013443, 2.856589024543762, 2.8553910534381868, 2.855425267934799, 2.85384042096138, 2.853694800615311, 2.8530016193389893, 2.8521919183731077, 2.8509865329265596, 2.8506967768669127, 2.849390346765518, 2.849664540052414, 2.84800989317894, 2.847987996339798, 2.8466781129837035, 2.845479413032532, 2.8451398351192476, 2.843956458568573, 2.8432551352977753, 2.8424907381534577, 2.842234288215637, 2.8416297223567963, 2.840459253072739, 2.840105633020401, 2.8402426116466524, 2.839213123083115, 2.8392282338142394, 2.8375078983306885, 2.837405663251877, 2.8360586380958557, 2.8357235045433042, 2.835276257276535, 2.8344862644672393, 2.8342249064445495, 2.833122310638428, 2.8330401113033297, 2.831963101387024, 2.830784064769745, 2.8306945588588714, 2.829758204460144, 2.8295173468589785, 2.8291776974201204, 2.8284873123168945, 2.827552001476288, 2.827287965774536, 2.827514847755432, 2.826862509727478, 2.825699891090393, 2.8253357520103455, 2.82544505238533, 2.8251845376491547, 2.824620105743408, 2.8237395639419556, 2.823662207841873, 2.823591437202673]]","[2.8703423547909535, 2.823812900882791]","(0.0121, 0.0043, 0.0001)","(0.9871, 0.9849, 0.3845)","(0.0331, 0.0319, 0.0)"
