lemma,part_of_speech,antonyms
unscientific,adjective,scientific
unscripted,adjective,scripted
unscrupulous,adjective,scrupulous
unsealed,verb,seal
unsealed,adjective,sealed
unseamanlike,adjective,seamanlike
unseasonable,adjective,seasonable
unseasoned,adjective,seasoned
unseaworthy,adjective,seaworthy
unsectarian,adjective,sectarian
unseductive,adjective,seductive
unseeable,adjective,visible
unseeded,adjective,seeded
unselected,adjective,selected
unselfish,adjective,selfish
unsensational,adjective,sensational
unsent,adjective,sent
unserviceable,adjective,serviceable
unservile,adjective,servile
unsettled,adjective,settled
unsexed,adjective,uncastrated
unsexy,adjective,sexy
unshaded,adjective,shaded
unshapely,adjective,shapely
unshared,adjective,shared
unshaved,adjective,shaven
unshaven,adjective,shaven
unsheared,adjective,sheared
unsheathed,verb,sheathe
unsheathed,adjective,sheathed
unshelled,adjective,shelled
unshockable,adjective,shockable
unshod,adjective,calced
unshoed,adjective,shod
unshorn,adjective,sheared
unshrinkable,adjective,shrinkable
unshuttered,adjective,shuttered
unsighted,adjective,sighted
unsigned,adjective,signed
unsilenced,adjective,silenced
unsinkable,adjective,sinkable
unsized,adjective,sized
unskilled,adjective,skilled
unsmooth,adjective,smooth
unsnarled,verb,entangle
unsociable,adjective,sociable
unsocial,adjective,social
unsold,adjective,sold
unsolved,adjective,solved
unsound,adjective,sound
unsoured,adjective,soured
unspaced,adjective,spaced
unspecialised,adjective,specialized
unspecialized,adjective,specialized
unspecified,adjective,specified
unstable,adjective,stable
unstaged,adjective,staged
unstained,adjective,stained
unstatesmanlike,adjective,statesmanlike
unsteady,adjective,steady
unstimulating,adjective,stimulating
unstoppable,adjective,stoppable
unstrained,verb,tense
unstratified,adjective,stratified
unstressed,adjective,stressed
unstructured,adjective,structured
unstrung,verb,string
unstuck,adjective,stuck
unstudied,adjective,studied
unstylish,adjective,stylish
unsubdivided,adjective,compound
unsubmissive,adjective,servile
unsubstantial,adjective,substantial
unsuccessful,adjective,successful
unsupervised,adjective,supervised
unsupported,adjective,supported
unsupportive,adjective,supportive
unsure,adjective,confident
unsurmountable,adjective,surmountable
unsurprised,adjective,surprised
unsurprising,adjective,surprising
unsusceptible,adjective,susceptible
unsuspected,adjective,suspected
unswept,adjective,swept
unsworn,adjective,sworn
unsyllabic,adjective,syllabic
unsymbolic,adjective,representative
unsympathetic,adjective,sympathetic
unsystematic,adjective,systematic
untactful,adjective,tactful
untagged,adjective,labeled
untalented,adjective,talented
untamed,adjective,tame
untangled,verb,ravel
untangled,adjective,tangled
untanned,adjective,tanned
untapped,adjective,tapped
untechnical,adjective,technical
untempered,adjective,tempered
unthankful,adjective,grateful
untheatrical,adjective,theatrical
unthematic,adjective,thematic
unthinkable,adjective,thinkable
unthinking,adverb,thoughtfully
untidy,adjective,tidy
untied,verb,tie
untied,adjective,tied
untimbered,adjective,timbered
untipped,adjective,tipped
untouched,adjective,touched
untoughened,adjective,tough
untraceable,adjective,traceable
untraditional,adjective,traditional
untrained,adjective,trained
untranslatable,adjective,translatable
untraveled,adjective,traveled
untravelled,adjective,traveled
untreated,adjective,treated
untrimmed,adjective,trimmed
untroubled,adjective,troubled
untrustworthy,adjective,trustworthy
untrusty,adjective,trustworthy
untruthful,adjective,truthful
untucked,adjective,tucked
untuneful,adjective,tuneful
unturned,adjective,turned
untwisted,verb,twist
untypical,adjective,typical
ununderstood,adjective,understood
unusual,adjective,usual
unvaried,adjective,varied
unvarying,adjective,varied
unveiled,verb,veil
unveiled,adjective,veiled
unventilated,adjective,ventilated
unvigilant,adjective,alert
unvoiced,adjective,voiced
unvoluntary,adjective,voluntary
unwanted,adjective,wanted
unwary,adjective,wary
unwatchful,adjective,alert
unwaxed,adjective,waxed
unweaned,adjective,weaned
unwearable,adjective,wearable
unwebbed,adjective,webbed
unwelcome,adjective,welcome
unwholesome,adjective,wholesome
unwieldy,adjective,wieldy
unwilling,adjective,willing
unwitting,adjective,witting
unwomanly,adjective,womanly
unwooded,adjective,wooded
unworldly,adjective,worldly
unworthy,adjective,worthy
unwoven,adjective,woven
unwrapped,verb,wrap
unwrapped,adjective,wrapped
unwrinkled,adjective,wrinkled
unwritten,adjective,written
up,adjective,down
up,adverb,down
upbeat,noun,ill-being
upland,noun,lowland
upland,adjective,lowland
uplifted,verb,depress
upmarket,adjective,downmarket
upper-class,adjective,lower-class
uppercase,noun,lowercase
uppercase,adjective,lowercase
upright,adjective,unerect
upstage,adjective,downstage
upstage,adverb,downstage
upstair,adjective,downstairs
upstairs,adjective,downstairs
upstairs,adverb,downstairs
upstream,adjective,downstream
upstream,adverb,downriver
uptown,adjective,downtown
uptown,adverb,downtown
upward,adverb,down
upwind,adverb,windward
urban,adjective,rural
used,adjective,misused
useful,adjective,useless
useless,adjective,useful
usual,adjective,unusual
utile,adjective,useless
utility,noun,inutility
utopian,adjective,dystopian
uxorial,adjective,husbandly
vagile,adjective,sessile
vague,adjective,defined
valid,adjective,invalid
validated,verb,invalidate
validating,verb,invalidate
valuable,adjective,worthless
valued,verb,disrespect
vanished,verb,appear
variable,adjective,invariable
varied,verb,conform
varied,adjective,unvaried
varying,verb,conform
vascular,adjective,avascular
veiled,verb,unveil
veiled,adjective,unveiled
ventilated,adjective,unventilated
ventral,adjective,dorsal
verbal,adjective,numerical
vernal,adjective,summery
vertebrate,adjective,invertebrate
vertical,adjective,inclined
vested,verb,divest
vexed,verb,reassure
vexing,verb,reassure
violable,adjective,inviolable
violated,verb,conform to
violent,adjective,nonviolent
virile,adjective,impotent
virtuous,adjective,wicked
virulent,adjective,avirulent
visible,adjective,invisible
vitalizing,verb,devitalize
vitiated,verb,validate
viviparous,adjective,oviparous
vocal,adjective,instrumental
vocalic,adjective,consonantal
voiced,verb,devoice
voiced,adjective,unvoiced
voiceless,adjective,voiced
void,verb,validate
volatile,adjective,nonvolatile
voluble,adjective,taciturn
voluntary,noun,draftee
voluntary,adjective,involuntary
volunteer,noun,draftee
voteless,adjective,enfranchised
vulnerable,adjective,invulnerable
waking,noun,sleeping
waking,verb,sleep asleep to sleep
walk-on,adjective,speaking
walking,verb,ride
walleyed,adjective,cross-eyed
waning,noun,waxing
waning,verb,wax
waning,adjective,waxing
wanted,adjective,unwanted
warm,adjective,cool
warm-blooded,adjective,cold-blooded
warmhearted,adjective,coldhearted
warring,verb,make peace
wary,adjective,unwary
washable,adjective,nonwashable
waste,verb,conserve
wasted,verb,conserve
wasted,adjective,hypertrophied
wasteful,adjective,thrifty
watchful,adjective,unalert
watermelon-shaped,adjective,oblate
waxed,verb,wane
waxed,adjective,unwaxed
waxing,noun,waning
waxing,verb,wane
waxing,adjective,waning
waxy,adjective,unimpressionable
weak,adjective,strong
weakened,verb,strengthen
weakening,noun,strengthening
weakening,verb,strengthen
weakly,adverb,strongly
weaned,adjective,unweaned
wearable,adjective,unwearable
wearied,verb,refresh
wearing,verb,refresh
weary,verb,refresh
wearying,verb,refresh
webbed,adjective,unwebbed
wedged,verb,dislodge
weedless,adjective,weedy
weedy,adjective,weedless
weeping,verb,laugh
weighted,verb,unburden
weightless,adjective,weighty
weighty,adjective,weightless
welcome,verb,say farewell
welcome,adjective,unwelcome
welcoming,verb,say farewell
well,adjective,ill
well,adverb,ill
well-advised,adjective,ill-advised
well-defined,adjective,ill-defined
well-formed,adjective,ungrammatical
west,adjective,east
westerly,adverb,easterly
western,adjective,eastern
wet,verb,dry
wet,adjective,dry
wheeled,adjective,wheelless
wheelless,adjective,wheeled
whispered,verb,shout
whispering,verb,shout
white,noun,black
white,verb,blacken
white,adjective,black
white-collar,adjective,blue-collar
whitened,verb,blacken
whole,adjective,fractional
whole,adverb,partly
wholesale,noun,retail
wholesale,verb,retail
wholesale,adverb,retail
wholesome,adjective,unwholesome
wicked,adjective,virtuous
wide,adjective,narrow
widely distributed,adjective,endemic
wieldy,adjective,unwieldy
wifelike,adjective,husbandly
wifely,adjective,husbandly
wigged,adjective,wigless
wigless,adjective,wigged
wild,adjective,tame
willing,verb,disinherit
willing,adjective,unwilling
winded,verb,unwind
winding,verb,unwind
windward,noun,leeward
windward,adjective,leeward
windward,adverb,leeward
winged,adjective,wingless
wingless,adjective,winged
winning,verb,lose back
wintery,adjective,vernal
wintry,adjective,vernal
wired,verb,unwire
wired,adjective,wireless
wireless,adjective,wired
wise,adjective,foolish
wishful,adjective,undesirous
withdrawn,verb,advance
witting,adjective,unwitting
womanly,adjective,unwomanly
won,verb,lose back
won,adjective,lost
wooded,adjective,unwooded
woody,adjective,nonwoody
working,verb,idle
worldly,adjective,unworldly
worn,verb,refresh
worn,adjective,new
worried,verb,reassure
worrisome,adjective,reassuring
worrying,verb,reassure
worse,adjective,better
worsened,verb,better
worsened,adjective,better
worsening,verb,better
worsening,adjective,bettering
worst,noun,best
worst,adjective,best
worth,noun,worthlessness
worthless,adjective,valuable
worthy,adjective,unworthy
wound,verb,unwind
woven,verb,unweave
woven,adjective,unwoven
wrapped,verb,unwrap
wrapped,adjective,unwrapped
wrinkled,adjective,unwrinkled
wrinkleless,adjective,wrinkled
wrinkly,adjective,unwrinkled
written,adjective,spoken
wrong,noun,right
wrong,verb,right
wrong,adjective,correct
wrong,adverb,correctly
wrought,verb,idle
xenogeneic,adjective,allogeneic
xeric,adjective,hydric
year-around,adjective,seasonal
year-round,adjective,seasonal
yielding,verb,stand
young,noun,aged
young,adjective,old
younger,adjective,old
zonal,adjective,azonal
zygodactyl,adjective,heterodactyl
zygomorphic,adjective,actinomorphic
zygomorphous,adjective,actinomorphic
abaft,adverb,fore
abaxially,adverb,adaxially
ably,adverb,incompetently
aborad,adverb,orad
abstractly,adverb,concretely
acceptably,adverb,unacceptably
accidentally,adverb,deliberately
accurately,adverb,inaccurately
actively,adverb,passively
acutely,adverb,chronically
adaxially,adverb,abaxially
adequately,adverb,inadequately
adroitly,adverb,maladroitly
advantageously,adverb,badly
advertently,adverb,unmindfully
advisedly,adverb,unintentionally
against the wind,adverb,downwind
agreeably,adverb,unpleasantly
ahead of time,adverb,late
alas,adverb,fortunately
allowably,adverb,impermissibly
aloud,adverb,softly
altogether,adverb,partly
always,adverb,never
amateurishly,adverb,expertly
ambiguously,adverb,unambiguously
ambitiously,adverb,unambitiously
amorally,adverb,morally
amply,adverb,meagerly
apace,adverb,slowly
appealingly,adverb,unappealingly
appreciatively,adverb,unappreciatively
appropriately,adverb,inappropriately
approvingly,adverb,disapprovingly
aptly,adverb,incompetently
aright,adverb,incorrectly
articulately,adverb,ineloquently
artificially,adverb,naturally
as luck would have it,adverb,unfortunately
ashamedly,adverb,unashamedly
assertively,adverb,unassertively
astern,adverb,fore
asymmetrically,adverb,symmetrically
at a lower place,adverb,above
at best,adverb,at worst
at least,adverb,at most the most
at most,adverb,at least the least
at that place,adverb,here
at the best,adverb,at worst
at the least,adverb,at most the most
at the most,adverb,at least the least
at the worst,adverb,at best
at worst,adverb,at best
attractively,adverb,unattractively
atypically,adverb,typically
audibly,adverb,inaudibly
auspiciously,adverb,inauspiciously
backwards,adverb,forward
badly,adverb,well
barefacedly,adverb,ashamedly
beautifully,adverb,unattractively
befittingly,adverb,inappropriately
belatedly,adverb,early
believably,adverb,unbelievably
believingly,adverb,incredulously
below,adverb,above
beneath,adverb,above
benevolently,adverb,malevolently
beyond control,adverb,in hand
binaurally,adverb,monaurally
blithely,adverb,unhappily
bloodily,adverb,bloodlessly
bloodlessly,adverb,bloodily
boiling,verb,freeze
bolt,verb,unbolt
broad-mindedly,adverb,narrow-mindedly
broadly,adverb,narrowly
broadly speaking,adverb,narrowly
but then,adverb,on the one hand
by all means,adverb,by no means
by artificial means,adverb,naturally
by chance,adverb,deliberately
by choice,adverb,unintentionally
by design,adverb,unintentionally
by hand,adverb,by machine
by machine,adverb,by hand
by no means,adverb,by all means
by trial and error,adverb,theoretically
capably,adverb,incompetently
carefully,adverb,incautiously
carelessly,adverb,cautiously
cautiously,adverb,incautiously
centrally,adverb,peripherally
ceremonially,adverb,unceremoniously
ceremoniously,adverb,unceremoniously
characteristically,adverb,uncharacteristically
cheaply,adverb,expensively
cheerfully,adverb,cheerlessly
cheerlessly,adverb,cheerfully
chivalrously,adverb,unchivalrously
chop-chop,adverb,slowly
chronically,adverb,acutely
circumstantially,adverb,deliberately
civilly,adverb,uncivilly
clearly,adverb,unintelligibly
close up,verb,open up
closer,adjective,distant
closest,adjective,distant
coarsely,adverb,finely
coherently,adverb,incoherently
comfortably,adverb,uncomfortably
commonly,adverb,remarkably
comparably,adverb,incomparably
compatibly,adverb,incompatibly
competently,adverb,incompetently
competitively,adverb,noncompetitively
complainingly,adverb,uncomplainingly
completely,adverb,partly
comprehensively,adverb,noncomprehensively
con,noun,pro
con,adverb,pro
concavely,adverb,convexly
conclusively,adverb,inconclusively
concretely,adverb,abstractly
conditionally,adverb,unconditionally
confidingly,adverb,distrustfully
consciously,adverb,unconsciously
consequentially,adverb,inconsequentially
considerately,adverb,inconsiderately
consistently,adverb,unsystematically
conspicuously,adverb,inconspicuously
constitutionally,adverb,unconstitutionally
controversially,adverb,uncontroversially
conveniently,adverb,inconveniently
conventionally,adverb,unconventionally
convexly,adverb,concavely
convincingly,adverb,unconvincingly
correctly,adverb,incorrectly
course,adverb,unnaturally
courteously,adverb,impolitely
covertly,adverb,overtly
crazily,adverb,sanely
credibly,adverb,incredibly
credulously,adverb,incredulously
critically,adverb,uncritically
dauntlessly,adverb,fearfully
deceitfully,adverb,honestly
decently,adverb,indecently
decipherably,adverb,illegibly
decisively,adverb,indecisively
decorously,adverb,indecorously
defensively,adverb,offensively
deliberately,adverb,unintentionally
dementedly,adverb,sanely
democratically,adverb,undemocratically
densely,adverb,thinly
dependably,adverb,unfaithfully
deservedly,adverb,undeservedly
designedly,adverb,unintentionally
determinedly,adverb,unambitiously
detrimentally,adverb,harmlessly
diplomatically,adverb,undiplomatically
directly,adverb,indirectly
disadvantageously,adverb,well
disagreeably,adverb,agreeably
disapprovingly,adverb,approvingly
disbelievingly,adverb,credulously
discouragingly,adverb,encouragingly
discourteously,adverb,politely
discreetly,adverb,indiscreetly
dishonestly,adverb,honestly
dishonorably,adverb,honorably
disloyally,adverb,loyally
disobediently,adverb,obediently
displaying incompetence,adverb,competently
disproportionately,adverb,proportionately
disreputably,adverb,reputably
disrespectfully,adverb,respectfully
distrustfully,adverb,trustfully
down the stairs,adverb,upstairs
downriver,adverb,upriver
downwardly,adverb,up
downwards,adverb,up
dramatically,adverb,undramatically
e'er,adverb,never
effectively,adverb,inefficaciously
effectually,adverb,ineffectually
efficaciously,adverb,inefficaciously
efficiently,adverb,inefficiently
egotistically,adverb,unselfishly
elegantly,adverb,inelegantly
eloquently,adverb,ineloquently
emotionally,adverb,unemotionally
empathetically,adverb,unsympathetically
empirically,adverb,theoretically
encouragingly,adverb,discouragingly
endlessly,adverb,finitely
enjoyably,adverb,unpleasantly
enthusiastically,adverb,unenthusiastically
entirely,adverb,partly
equally,adverb,unevenly
equitably,adverb,inequitably
equivocally,adverb,unambiguously
ethically,adverb,unethically
evenly,adverb,unevenly
ever,adverb,never
exactly,adverb,imprecisely
excitingly,adverb,unexcitingly
excusably,adverb,inexcusably
expediently,adverb,inexpediently
expeditiously,adverb,inefficiently
expensively,adverb,cheaply
expertly,adverb,amateurishly
explicitly,adverb,implicitly
expressively,adverb,inexpressively
externally,adverb,internally
fairly,adverb,unreasonably
faithfully,adverb,unfaithfully
falteringly,adverb,steadily
fashionably,adverb,unfashionably
faster,adjective,slow
fastest,adjective,slow
favorably,adverb,unfavorably
favourably,adverb,unfavorably
fearfully,adverb,fearlessly
fearlessly,adverb,fearfully
feelingly,adverb,unfeelingly
felicitously,adverb,infelicitously
figuratively,adverb,literally
finely,adverb,coarsely
finitely,adverb,infinitely
fitly,adverb,inappropriately
fittingly,adverb,inappropriately
flexibly,adverb,inflexibly
foolishly,adverb,wisely
for good,adverb,temporarily
forgivably,adverb,inexcusably
forgivingly,adverb,unforgivingly
formally,adverb,informally
forrad,adverb,backward
forrard,adverb,backward
fortuitously,adverb,unfortunately
fortunately,adverb,unfortunately
forwards,adverb,backward
frequently,adverb,infrequently
frontward,adverb,backward
frontwards,adverb,backward
fruitfully,adverb,unproductively
fruitlessly,adverb,productively
fully,adverb,meagerly
gallantly,adverb,unchivalrously
gayly,adverb,unhappily
generally,adverb,specifically
geometrically,adverb,linearly
gleefully,adverb,joylessly
gracefully,adverb,gracelessly
gracelessly,adverb,graciously
graciously,adverb,ungraciously
grammatically,adverb,ungrammatically
gratefully,adverb,unappreciatively
grudgingly,adverb,ungrudgingly
handily,adverb,inconveniently
happily,adverb,unhappily
harmfully,adverb,harmlessly
harmlessly,adverb,harmfully
hastily,adverb,unhurriedly
heavily,adverb,lightly
heedfully,adverb,unmindfully
helpfully,adverb,unhelpfully
hereafter,noun,past
hesitantly,adverb,unhesitatingly
hesitatingly,adverb,unhesitatingly
higher up,adverb,below
hither,adverb,there
honestly,adverb,dishonestly
honorably,adverb,dishonorably
honourably,adverb,dishonorably
hopefully,adverb,hopelessly
hopelessly,adverb,hopefully
hospitably,adverb,inhospitably
hotfoot,verb,linger
humanely,adverb,inhumanely
humorlessly,adverb,humorously
humorously,adverb,humorlessly
humourlessly,adverb,humorously
hurriedly,adverb,unhurriedly
hygienically,adverb,unhygienically
illegally,adverb,lawfully
illegibly,adverb,legibly
illegitimately,adverb,legitimately
illicitly,adverb,legitimately
illogically,adverb,logically
imaginatively,adverb,unimaginatively
immaturely,adverb,maturely
immeasurably,adverb,measurably
immoderately,adverb,moderately
immodestly,adverb,modestly
immorally,adverb,morally
impatiently,adverb,patiently
impenitently,adverb,penitently
imperceptibly,adverb,perceptibly
imperfectly,adverb,perfectly
impermissibly,adverb,permissibly
impersonally,adverb,personally
implausibly,adverb,credibly
implicitly,adverb,explicitly
impolitely,adverb,politely
imposingly,adverb,unimpressively
impossibly,adverb,possibly
imprecisely,adverb,precisely
impressively,adverb,unimpressively
improbably,adverb,credibly
improperly,adverb,properly
improvidently,adverb,providently
imprudently,adverb,prudently
in a higher place,adverb,below
in both ears,adverb,monaurally
in camera,adverb,publicly
in general,adverb,specifically
in good order,adverb,improperly
in hand,adverb,out of hand
in haste,adverb,unhurriedly
in one ear,adverb,binaurally
in private,adverb,publicly
in public,adverb,privately
in that location,adverb,here
in the first place,adverb,secondarily
in the main,adverb,specifically
inaccurately,adverb,accurately
inadequately,adverb,adequately
inadvertently,adverb,wittingly
inadvisably,adverb,inexpediently
inappropriately,adverb,appropriately
inarticulately,adverb,eloquently
inaudibly,adverb,audibly
inauspiciously,adverb,auspiciously
incautiously,adverb,cautiously
incisively,adverb,imprecisely
incoherently,adverb,coherently
incomparably,adverb,comparably
incompatibly,adverb,compatibly
incompetently,adverb,competently
inconclusively,adverb,conclusively
inconsequentially,adverb,consequentially
inconsequently,adverb,consequentially
inconsiderately,adverb,considerately
inconsistently,adverb,consistently
inconspicuously,adverb,conspicuously
inconveniently,adverb,conveniently
incorrectly,adverb,correctly
incredibly,adverb,credibly
incredulously,adverb,credulously
indecently,adverb,decently
indecisively,adverb,decisively
indecorously,adverb,decorously
indirectly,adverb,directly
indiscreetly,adverb,discreetly
indoors,adverb,outside
ineffectively,adverb,efficaciously
ineffectually,adverb,effectually
inefficaciously,adverb,efficaciously
inefficiently,adverb,efficiently
inelegantly,adverb,elegantly
ineloquently,adverb,eloquently
inequitably,adverb,equitably
inexactly,adverb,precisely
inexcusably,adverb,excusably
inexpediently,adverb,expediently
inexpensively,adverb,expensively
inexpressively,adverb,expressively
infelicitously,adverb,felicitously
infinitely,adverb,finitely
inflexibly,adverb,flexibly
informally,adverb,formally
informatively,adverb,uninformatively
infrequently,adverb,frequently
inhospitably,adverb,hospitably
inhumanely,adverb,humanely
injudiciously,adverb,judiciously
inoffensively,adverb,offensively
inopportunely,adverb,opportunely
inorganically,adverb,organically
insanely,adverb,sanely
insecurely,adverb,securely
insensitively,adverb,sensitively
inseparably,adverb,separably
insignificantly,adverb,significantly
insincerely,adverb,sincerely
instructively,adverb,uninformatively
insufficiently,adverb,sufficiently
intelligently,adverb,unintelligently
intelligibly,adverb,unintelligibly
intemperately,adverb,lightly
intentionally,adverb,unintentionally
interestingly,adverb,uninterestingly
internally,adverb,externally
into the wind,adverb,downwind
intolerably,adverb,acceptably
intolerantly,adverb,tolerantly
intransitively,adverb,transitively
intrepidly,adverb,fearfully
invisibly,adverb,visibly
involuntarily,adverb,voluntarily
inwardly,adverb,outwardly
inwards,adverb,outward
irrationally,adverb,rationally
irregularly,adverb,regularly
irrelevantly,adverb,relevantly
irresolutely,adverb,resolutely
irresponsibly,adverb,responsibly
irreverently,adverb,reverently
jejunely,adverb,maturely
joyfully,adverb,joylessly
joylessly,adverb,joyfully
joyously,adverb,joylessly
jubilantly,adverb,unhappily
judiciously,adverb,injudiciously
justifiably,adverb,unjustifiably
justifiedly,adverb,unjustly
justly,adverb,unjustly
knowingly,adverb,unwittingly
lawfully,adverb,illegitimately
lawlessly,adverb,lawfully
legally,adverb,unlawfully
legibly,adverb,illegibly
legitimately,adverb,illegitimately
licitly,adverb,illegitimately
lightly,adverb,heavily
like an expert,adverb,amateurishly
linearly,adverb,geometrically
literally,adverb,figuratively
logically,adverb,illogically
longer,adjective,short
longest,adjective,short
loosely,adverb,narrowly
loudly,adverb,softly
loyally,adverb,disloyally
luckily,adverb,unfortunately
madly,adverb,sanely
maladroitly,adverb,adroitly
malevolently,adverb,benevolently
manageably,adverb,unmanageably
manfully,adverb,unmanfully
maturely,adverb,immaturely
maximally,adverb,minimally
meagrely,adverb,amply
measurably,adverb,immeasurably
melodiously,adverb,unmelodiously
memorably,adverb,unmemorably
mendaciously,adverb,truthfully
merrily,adverb,unhappily
mindfully,adverb,unmindfully
minimally,adverb,maximally
mirthfully,adverb,unhappily
mistrustfully,adverb,trustfully
moderately,adverb,unreasonably
modestly,adverb,immodestly
monaurally,adverb,binaurally
morally,adverb,immorally
multilaterally,adverb,unilaterally
multiply,verb,divide
multiply,adverb,singly
musically,adverb,unmusically
narrow-mindedly,adverb,broad-mindedly
narrowly,adverb,broadly
naturally,adverb,unnaturally
nay,noun,yea
ne'er,adverb,ever
nearer,adjective,far
nearest,adjective,far
necessarily,adverb,unnecessarily
needfully,adverb,unnecessarily
needs,verb,obviate
never,adverb,ever
nigher,adjective,far
nighest,adjective,far
no longer,adverb,still
no more,adverb,still
noisily,adverb,quietly
noncompetitively,adverb,competitively
noncomprehensively,adverb,comprehensively
nonviolently,adverb,violently
normally,adverb,remarkably
not by a blame sight,adverb,by all means
not by a long sight,adverb,by all means
noticeably,adverb,imperceptibly
noxiously,adverb,harmlessly
obediently,adverb,disobediently
objectively,adverb,subjectively
obligatorily,adverb,optionally
observably,adverb,imperceptibly
obtrusively,adverb,unobtrusively
of course,adverb,unnaturally
offensively,adverb,inoffensively
officially,adverb,unofficially
oft,adverb,infrequently
often,adverb,infrequently
oftentimes,adverb,infrequently
ofttimes,adverb,infrequently
on a higher floor,adverb,downstairs
on a lower floor,adverb,upstairs
on a regular basis,adverb,irregularly
on an irregular basis,adverb,regularly
on one hand,adverb,on the other hand
on purpose,adverb,unintentionally
on the one hand,adverb,on the other hand
on the other hand,adverb,on the one hand
once and for all,adverb,inconclusively
one-sidedly,adverb,multilaterally
opportunely,adverb,inopportunely
optimistically,adverb,pessimistically
optionally,adverb,obligatorily
orad,adverb,aborad
ordinarily,adverb,remarkably
organically,adverb,inorganically
out of doors,adverb,inside
out of hand,adverb,in hand
out of wedlock,adverb,legitimately
outdoors,adverb,inside
outstandingly,adverb,unremarkably
outwardly,adverb,inwardly
outwards,adverb,inward
overtime,noun,regulation time
overtly,adverb,covertly
painfully,adverb,painlessly
painlessly,adverb,painfully
palatably,adverb,unpalatably
pardonably,adverb,inexcusably
part,adverb,wholly
partially,adverb,wholly
partly,adverb,wholly
passably,adverb,unreasonably
passively,adverb,actively
patiently,adverb,impatiently
patriotically,adverb,unpatriotically
penitentially,adverb,impenitently
penitently,adverb,impenitently
perceptibly,adverb,imperceptibly
perfectly,adverb,imperfectly
peripherally,adverb,centrally
permanently,adverb,temporarily
permissibly,adverb,impermissibly
personally,adverb,impersonally
pessimistically,adverb,optimistically
plausibly,adverb,incredibly
pleasantly,adverb,unpleasantly
please,verb,displease
polemically,adverb,uncontroversially
politely,adverb,impolitely
possibly,adverb,impossibly
precedentedly,adverb,unprecedentedly
precisely,adverb,imprecisely
pretentiously,adverb,unpretentiously
primarily,adverb,secondarily
privately,adverb,publicly
probably,adverb,incredibly
productively,adverb,unproductively
profitably,adverb,unproductively
properly,adverb,improperly
propitiously,adverb,inauspiciously
proportionally,adverb,disproportionately
proportionately,adverb,disproportionately
providentially,adverb,imprudently
providently,adverb,improvidently
prudently,adverb,imprudently
publically,adverb,privately
publicly,adverb,privately
purposely,adverb,unintentionally
quickly,adverb,slowly
quietly,adverb,loudly
rapidly,adverb,slowly
rarely,adverb,often
rationally,adverb,irrationally
readably,adverb,illegibly
realistically,adverb,unrealistically
rearwards,adverb,forward
reasonably,adverb,unreasonably
recognizably,adverb,unrecognizably
regrettably,adverb,fortunately
regularly,adverb,irregularly
relevantly,adverb,irrelevantly
reliably,adverb,unfaithfully
remarkably,adverb,unremarkably
repentantly,adverb,impenitently
reputably,adverb,disreputably
resolutely,adverb,irresolutely
respectfully,adverb,disrespectfully
responsibly,adverb,irresponsibly
retail,noun,wholesale
retail,verb,wholesale
retail,adverb,wholesale
reverentially,adverb,irreverently
reverently,adverb,irreverently
richly,adverb,meagerly
righteously,adverb,unrighteously
rightly,adverb,unjustly
romantically,adverb,unromantically
rudely,adverb,politely
sadly,adverb,happily
sagely,adverb,foolishly
sanely,adverb,unreasonably
satisfactorily,adverb,unsatisfactorily
seasonably,adverb,unseasonably
secondarily,adverb,primarily
securely,adverb,insecurely
seldom,adverb,often
self-consciously,adverb,unselfconsciously
selfishly,adverb,unselfishly
sensibly,adverb,unreasonably
sensitively,adverb,insensitively
sentimentally,adverb,unsentimentally
separably,adverb,inseparably
shamelessly,adverb,ashamedly
significantly,adverb,insignificantly
sincerely,adverb,insincerely
singly,adverb,multiply
slenderly,adverb,amply
slower,adjective,fast
slowest,adjective,fast
slowly,adverb,quickly
small-mindedly,adverb,broad-mindedly
smilingly,adverb,unsmilingly
soaking,verb,undercharge
sociably,adverb,unsociably
softly,adverb,loudly
somewhat,adverb,unreasonably
sorely,adverb,painlessly
sparingly,adverb,amply
specifically,adverb,generally
speedily,adverb,slowly
sportingly,adverb,unsportingly
steadily,adverb,unsteadily
strongly,adverb,weakly
subjectively,adverb,objectively
successfully,adverb,unsuccessfully
sufficiently,adverb,insufficiently
suitably,adverb,inappropriately
supra,adverb,below
symmetrically,adverb,asymmetrically
sympathetically,adverb,unsympathetically
systematically,adverb,unsystematically
tactfully,adverb,tactlessly
tactlessly,adverb,tactfully
tardily,adverb,quickly
tastefully,adverb,tastelessly
tastelessly,adverb,tastefully
tastily,adverb,tastelessly
tattily,adverb,expensively
temporarily,adverb,permanently
the right way,adverb,improperly
then again,adverb,on the one hand
theoretically,adverb,empirically
there,noun,here
there,adverb,here
thickly,adverb,thinly
thinly,adverb,thickly
thither,adverb,here
thoughtfully,adverb,thoughtlessly
thoughtlessly,adverb,thoughtfully
through empirical observation,adverb,theoretically
to a greater extent,adverb,less
to a higher place,adverb,below
to a lesser extent,adverb,more
to a lower place,adverb,above
to both ears,adverb,monaurally
to one ear,adverb,binaurally
to the highest degree,adverb,least
to the lowest degree,adverb,most
tolerably,adverb,unacceptably
tolerantly,adverb,intolerantly
too soon,adverb,late
totally,adverb,partly
transitively,adverb,intransitively
truly,adverb,insincerely
trustfully,adverb,distrustfully
trustingly,adverb,distrustfully
truthfully,adverb,untruthfully
