lemma,part_of_speech,antonyms
interlacing,verb,untwine
intermediate,adjective,terminal
internal,adjective,external
international,adjective,national
interred,adjective,unburied
interrogative,adjective,declarative
interrogatory,adjective,declarative
interspecies,adjective,intraspecies
interspecific,adjective,intraspecies
interstate,adjective,intrastate
interwoven,verb,unweave
intestate,adjective,testate
intolerable,adjective,tolerable
intolerant,adjective,tolerant
intoxicated,verb,depress
intoxicated,adjective,sober
intoxicating,verb,depress
intra vires,adjective,ultra vires
intracellular,adjective,extracellular
intractable,adjective,tractable
intradepartmental,adjective,interdepartmental
intramural,adjective,extramural
intransitive,adjective,transitive
intraspecies,adjective,interspecies
intraspecific,adjective,interspecies
intrastate,adjective,interstate
intrinsic,adjective,extrinsic
intrinsical,adjective,extrinsic
introspective,adjective,extrospective
introversive,adjective,extroversive
introverted,adjective,extrospective
introvertive,adjective,extroversive
intrusive,adjective,unintrusive
invalid,adjective,valid
invalidated,verb,validate
invalidating,verb,validate
invariable,adjective,variable
invasive,adjective,noninvasive
inverse,adjective,direct
invertebrate,adjective,vertebrate
inverted,adjective,amphitropous
invertible,adjective,non-invertible
invigorated,verb,deaden
invigorating,verb,deaden
invigorating,adjective,debilitating
inviolable,adjective,violable
invisible,adjective,visible
inviting,adjective,uninviting
involuntary,adjective,voluntary
involved,verb,obviate
involved,adjective,uninvolved
invulnerable,adjective,vulnerable
inward,adjective,outward
inward,adverb,outward
iodinated,verb,de-iodinate
iodinating,verb,de-iodinate
iodinating,adjective,de-iodinating
ionic,adjective,nonionic
ionised,adjective,nonionized
ionized,adjective,nonionized
ipsilateral,adjective,contralateral
ironed,adjective,unironed
irrational,adjective,rational
irreconcilable,adjective,reconcilable
irrecoverable,adjective,recoverable
irreducible,adjective,reducible
irregular,adjective,regular
irrelevant,adjective,relevant
irreligious,adjective,religious
irremediable,adjective,remediable
irremovable,adjective,removable
irreparable,adjective,reparable
irreplaceable,adjective,replaceable
irreproducible,adjective,reproducible
irresistible,adjective,resistible
irresolute,adjective,resolute
irresponsible,adjective,responsible
irreverent,adjective,reverent
irreversible,adjective,reversible
irrevocable,adjective,revocable
irrevokable,adjective,revocable
irritated,verb,soothe
irritating,verb,soothe
isometric,adjective,isotonic
isosmotic,adjective,hypertonic
isotonic,adjective,hypertonic
isotropic,adjective,anisotropic
isotropous,adjective,anisotropic
jade,verb,refresh
jaded,verb,refresh
jammed,verb,free
jawed,adjective,jawless
jawless,adjective,jawed
joined,verb,disjoin
joint,adjective,separate
jolly,adverb,unreasonably
jolting,adjective,smooth
jolty,adjective,smooth
joyful,adjective,sorrowful
joyless,adjective,joyous
joyous,adjective,joyless
judgmental,adjective,nonjudgmental
juiceless,adjective,juicy
juicy,adjective,juiceless
jumpy,adjective,smooth
junior,adjective,senior
just,adjective,unjust
justified,verb,blame
juvenile,noun,adult
katabatic,adjective,anabatic
katabolic,adjective,anabolic
kept,verb,discontinue
kept,adjective,broken
key,noun,atonality
keyed,adjective,keyless
keyless,adjective,keyed
kind,adjective,unkind
kindly,adverb,unkindly
knotted,verb,unravel
knowable,adjective,unknowable
knowing,verb,ignore
known,verb,ignore
known,adjective,unknown
labeled,adjective,unlabeled
labelled,adjective,unlabeled
laced,verb,untwine
laced,adjective,unlaced
lacking,verb,have
lactating,verb,bottlefeed
lactating,adjective,dry
lamented,adjective,unlamented
landed,adjective,landless
landless,adjective,landed
lap-strake,adjective,carvel-built
lap-straked,adjective,carvel-built
lap-streak,adjective,carvel-built
lap-streaked,adjective,carvel-built
larboard,noun,starboard
large,adjective,small
larger,adjective,small
lashing,verb,unlash
last,adjective,first
lasting,adjective,impermanent
late,adjective,early
late,adverb,early
later,adjective,early
latest,adjective,early
latter,noun,former
latter,adjective,former
laughing,verb,cry
laureled,adjective,unlaureled
laurelled,adjective,unlaureled
lawful,adjective,unlawful
lax,adjective,tense
laxative,adjective,costive
lay,verb,stand
leaded,verb,follow
leaded,adjective,unleaded
leading,verb,follow
leading,adjective,following
leadless,adjective,leaded
leafless,adjective,leafy
leafy,adjective,leafless
leaky,adjective,tight
lean,adjective,fat
learned,adjective,unconditioned
leased,adjective,unchartered
least,adjective,most
least,adverb,most
leaved,verb,arrive
leavened,adjective,unleavened
lee,noun,windward
leeward,noun,windward
leeward,adjective,windward
leeward,adverb,windward
left,noun,right
left,verb,arrive
left,adjective,right
left,adverb,right
left-handed,adjective,ambidextrous
legal,adjective,illegal
legato,adjective,staccato
legato,adverb,staccato
legged,adjective,legless
legible,adjective,illegible
legitimate,verb,outlaw
legitimate,adjective,illegitimate
legless,adjective,legged
lengthened,verb,shorten
lengthways,adjective,crosswise
lengthwise,adjective,crosswise
lentic,adjective,lotic
leptorhine,adjective,catarrhine
leptorrhine,adjective,catarrhine
leptorrhinian,adjective,catarrhine
leptorrhinic,adjective,catarrhine
leptosporangiate,adjective,eusporangiate
less,adjective,more
less,adverb,more
lessened,verb,increase
lesser,adjective,greater
lethargic,adjective,energetic
level,verb,raise
liberal,noun,conservative
liberal,adjective,conservative
liberated,verb,confine
licenced,verb,decertify
licensed,verb,decertify
licit,adjective,illicit
lidded,adjective,lidless
lidless,adjective,lidded
lifted,verb,lower
light,noun,dark
light,verb,extinguish
light,adjective,heavy
light-colored,adjective,dark
light-duty,adjective,heavy-duty
light-footed,adjective,heavy-footed
light-haired,adjective,brunet
lighted,verb,extinguish
lighted,adjective,unlighted
likable,adjective,unsympathetic
like,verb,dislike
like,adjective,unlike
likeable,adjective,unsympathetic
liked,verb,dislike
liked,adjective,disliked
likely,adjective,unlikely
limbed,adjective,limbless
limbless,adjective,limbed
limited,noun,local
limited,adjective,unlimited
limitless,adjective,limited
lineal,adjective,collateral
linear,adjective,nonlinear
lined,adjective,unlined
lingual,adjective,nonlinguistic
linguistic,adjective,nonlinguistic
linked,verb,dissociate
lipless,adjective,lipped
lipped,adjective,lipless
liquid,adjective,gaseous
liquified,adjective,unmelted
listed,adjective,unlisted
lit,verb,extinguish
lit,adjective,unlighted
literal,adjective,figurative
literate,adjective,illiterate
little,adjective,large
littler,adjective,large
livable,adjective,unlivable
live,adjective,recorded
live-bearing,adjective,oviparous
liveable,adjective,unlivable
lively,adjective,dull
liveried,adjective,unliveried
living,noun,dead
loaded,adjective,unloaded
loamless,adjective,loamy
loamy,adjective,loamless
local,noun,express
local,adjective,national
logical,adjective,illogical
long,adjective,short
long-spurred,adjective,short-spurred
looking,verb,back
loose,verb,confine
loose,adjective,compact
loosened,verb,stiffen
lossless,adjective,lossy
lossy,adjective,lossless
lost,verb,keep
lost,adjective,found
lotic,adjective,lentic
loud,adjective,soft
loud,adverb,softly
lovable,adjective,hateful
loveable,adjective,hateful
loved,verb,hate
loved,adjective,unloved
loving,verb,hate
loving,adjective,unloving
low,noun,high
low,adjective,high
low-class,adjective,middle-class
low-interest,adjective,high-interest
low-level,adjective,dominant
low-pitched,adjective,high
low-resolution,adjective,high-resolution
low-rise,adjective,high-rise
low-sudsing,adjective,high-sudsing
low-tech,adjective,high-tech
low-tension,adjective,high-tension
low-voltage,adjective,high-tension
lowborn,adjective,noble
lower-class,adjective,middle-class
lowercase,noun,uppercase
lowercase,adjective,uppercase
lowered,verb,raise
lowered,adjective,raised
lowering,verb,raise
lowest,adjective,high
lowland,noun,highland
lowland,adjective,upland
loyal,adjective,disloyal
lubricated,adjective,unlubricated
luckless,adjective,lucky
lucky,adjective,unlucky
lyric,adjective,dramatic
machine-made,adjective,handmade
made,verb,unmake
made,adjective,unmade
magnetic,adjective,antimagnetic
magnetised,verb,demagnetize
magnetised,adjective,antimagnetic
magnetized,verb,demagnetize
magnetized,adjective,antimagnetic
magnified,verb,understate
main,adjective,dependent
major,adjective,minor
majuscule,noun,lowercase
majuscule,adjective,minuscule
maladaptive,adjective,adaptive
maladjusted,adjective,adjusted
maladroit,adjective,adroit
malapropos,adjective,apropos
malapropos,adverb,opportunely
male,noun,female
male,adjective,female
maledict,verb,bless
maleficent,adjective,beneficent
malfunctioning,verb,function
malfunctioning,adjective,functioning
malicious,adjective,unmalicious
malign,adjective,benign
malignant,adjective,benign
malnourished,adjective,nourished
malodorous,adjective,fragrant
malodourous,adjective,fragrant
malted,adjective,unmalted
maltreated,adjective,unabused
manageable,adjective,unmanageable
manful,adjective,unmanly
manipulable,adjective,intractable
manlike,adjective,unmanly
manly,adjective,unmanly
manly,adverb,unmanfully
manned,adjective,unmanned
manual,adjective,automatic
many,adjective,few
many-sided,adjective,unilateral
marked,verb,ignore
marked,adjective,unmarked
married,adjective,unmarried
masculine,adjective,feminine
masked,verb,unmask
masochistic,adjective,sadistic
mat,verb,disentangle
matched,verb,disagree
matched,adjective,mismatched
matching,verb,disagree
mated,verb,disentangle
mated,adjective,unmated
material,adjective,immaterial
maternal,adjective,paternal
mathematical,adjective,verbal
matriarchal,adjective,patriarchal
matted,verb,disentangle
mature,adjective,immature
maxi,adjective,mini
maximal,adjective,minimal
maximising,verb,minimize
maximizing,verb,minimize
maximum,noun,minimum
maximum,adjective,minimal
meager,adjective,ample
meagerly,adjective,ample
meagerly,adverb,amply
meagre,adjective,ample
meaningful,adjective,meaningless
meaningless,adjective,meaningful
meanspirited,adjective,generous
measurable,adjective,immeasurable
meatless,adjective,meaty
meaty,adjective,meatless
mechanical,adjective,nonmechanical
mediate,adjective,immediate
medical,adjective,surgical
medullated,adjective,unmyelinated
meet,verb,diverge
melodic,adjective,unmelodious
melodious,adjective,tuneless
melted,adjective,unmelted
membered,adjective,memberless
memberless,adjective,membered
mensurable,adjective,immeasurable
mental,adjective,physical
merciful,adjective,merciless
merciless,adjective,merciful
merged,verb,disunify
merging,verb,disunify
merited,adjective,unmerited
meshed,verb,disengage
mesial,adjective,distal
mesic,adjective,xeric
mesomorphic,adjective,ectomorphic
metabolic,adjective,ametabolic
metabolous,adjective,ametabolic
metal,adjective,nonmetallic
metallic,adjective,nonmetallic
metamorphic,adjective,nonmetamorphic
middle,noun,end
middle,adjective,late
middle-class,adjective,upper-class
middling,adverb,unreasonably
midi,adjective,maxi
migratory,adjective,nonmigratory
mild,adjective,intense
militarised,verb,demilitarize
militarized,verb,demilitarize
military,adjective,unmilitary
minded,verb,forget
mindful,adjective,unmindful
mindless,adjective,mindful
mined,adjective,unmined
mini,adjective,midi
minimal,adjective,maximal
minimized,verb,maximize
minimum,noun,maximum
minimum,adjective,maximal
minor,adjective,major
minus,adjective,plus
minuscular,adjective,majuscule
minuscule,noun,uppercase
minuscule,adjective,majuscule
miscible,adjective,immiscible
mismatched,adjective,matched
missed,verb,attend to
missing,verb,attend to
mistreated,adjective,unabused
misused,adjective,used
mitigated,adjective,unmitigated
mixable,adjective,immiscible
mixed,verb,segregate
mobile,noun,stabile
mobile,adjective,immobile
moderate,adjective,immoderate
moderating,adjective,intensifying
modern,noun,old style
modern,adjective,nonmodern
modest,adjective,immodest
modifiable,adjective,unmodifiable
modified,adjective,unmodified
modulated,adjective,unmodulated
molar,adjective,molecular
molecular,adjective,molar
monaural,adjective,binaural
monecious,adjective,dioecious
moneyed,adjective,moneyless
moneyless,adjective,moneyed
monied,adjective,moneyless
monochromatic,adjective,polychromatic
monoclinic,adjective,triclinic
monoclinous,adjective,diclinous
monocotyledonous,adjective,dicotyledonous
monoecious,adjective,dioecious
monogamous,adjective,polygamous
monoicous,adjective,dioecious
monolingual,adjective,multilingual
mononuclear,adjective,binucleate
mononucleate,adjective,binucleate
monophonic,adjective,polyphonic
monoploid,adjective,diploid
monotheistic,adjective,polytheistic
monotone,adjective,nonmonotonic
monotonic,adjective,nonmonotonic
monovalent,adjective,polyvalent
monovular,adjective,fraternal
moonless,adjective,moonlit
moonlit,adjective,moonless
moony,adjective,moonless
moral,adjective,immoral
more,adjective,less
more,adverb,less
more than,adjective,less
mortal,adjective,immortal
most,adjective,fewest
most,adverb,least
motivated,adjective,unmotivated
motored,adjective,unmotorized
motorial,adjective,afferent
motorised,adjective,unmotorized
motorized,adjective,unmotorized
motorless,adjective,motorized
mounted,verb,wane out
mouthless,adjective,stomatous
moved,verb,stay in place still
moved,adjective,unmoved
moving,verb,stay in place still
moving,adjective,nonmoving
mown,adjective,unmown
much,adjective,little
multidimensional,adjective,unidimensional
multiform,adjective,uniform
multilane,adjective,single-lane
multilateral,adjective,unilateral
multilingual,adjective,monolingual
multinucleate,adjective,uninucleate
multiparous,adjective,uniparous
multiple,adjective,single
multiple-choice,adjective,true-false
multiplied,verb,divide
multivalent,adjective,univalent
muscular,adjective,ectomorphic
musical,adjective,unmusical
mutable,adjective,immutable
mutual,adjective,nonreciprocal
myelinated,adjective,unmyelinated
myopic,adjective,farsighted
mystified,verb,demystify
mystifying,verb,demystify
naif,adjective,sophisticated
naive,adjective,sophisticated
narrow,verb,widen
narrow,adjective,wide-minded
narrow-minded,adjective,unshockable-minded
narrowed,verb,widen
narrowing,noun,widening
narrowing,verb,widen
nascent,adjective,dying
nasty,adjective,nice
national,adjective,international
native,adjective,foreign
natural,adjective,unnatural
naturalised,verb,denaturalize
naturalized,verb,denaturalize
near,adjective,far
nearsighted,adjective,farsighted
necessary,noun,inessential
necessary,adjective,unnecessary
necked,adjective,neckless
neckless,adjective,necked
needed,verb,obviate
negative,noun,affirmative
negative,adjective,neutral
neglected,verb,attend to
negligent,adjective,diligent
net,adjective,gross
nett,adjective,gross
neurotic,adjective,unneurotic
neuter,adjective,masculine
neutral,adjective,positive
new,adjective,old
nice,adjective,nasty
nidicolous,adjective,nidifugous
nidifugous,adjective,nidicolous
nigh,adjective,far
no,noun,yes
no,adjective,all
no-go,adjective,go
noble,noun,Lady
noble,adjective,lowborn
nocturnal,adjective,diurnal
noisy,adjective,quiet
nominal,adjective,real
nominative,noun,oblique
nomothetic,adjective,idiographic
non-conducting,adjective,conductive
non-finite,adjective,finite
non-invertible,adjective,invertible
non-living,adjective,animate
non-miscible,adjective,miscible
nonabsorbent,adjective,absorbent
nonabsorptive,adjective,absorbent
nonaddictive,adjective,addictive
nonadhesive,adjective,adhesive
nonadsorbent,adjective,adsorbent
nonadsorptive,adjective,adsorbent
nonaged,adjective,major
nonaggressive,adjective,aggressive
nonalcoholic,adjective,alcoholic
nonaligned,adjective,aligned
nonarbitrable,adjective,arbitrable
nonarbitrary,adjective,arbitrary
nonarboreal,adjective,arboreal
nonassociative,adjective,associative
nonastringent,adjective,astringent
nonbearing,adjective,bearing
noncausal,adjective,causative
noncausative,adjective,causative
noncellular,adjective,cellular
noncivilised,adjective,civilized
noncivilized,adjective,civilized
nonclassical,adjective,classical
noncollapsable,adjective,collapsible
noncollapsible,adjective,collapsible
noncolumned,adjective,columned
noncombinative,adjective,combinative
noncombustible,adjective,combustible
noncommercial,adjective,commercial
noncommissioned,adjective,commissioned
noncompetitive,adjective,competitive
noncompliant,adjective,compliant
noncomprehensive,adjective,comprehensive
nonconcentric,adjective,concentric
nonconducting,adjective,conductive
nonconductive,adjective,conductive
nonconformist,noun,Anglican
nonconformist,adjective,conformist
noncontinuous,adjective,continuous
noncontroversial,adjective,controversial
noncritical,adjective,critical
noncrucial,adjective,crucial
noncrystalline,adjective,crystalline
noncurrent,adjective,current
noncyclic,adjective,cyclic
noncyclical,adjective,cyclic
nondeductible,adjective,deductible
nondisposable,adjective,disposable
nonechoic,adjective,echoic
noneffervescent,adjective,sparkling
nonenterprising,adjective,enterprising
nonessential,noun,essential
nonexempt,adjective,nontaxable
nonexistent,adjective,existent
nonexplorative,adjective,exploratory
nonexploratory,adjective,exploratory
nonexplosive,adjective,explosive
nonextant,adjective,extant
nonextensile,adjective,extensile
nonfat,adjective,fatty
nonfatal,adjective,fatal
nonfictional,adjective,fictional
nonfinancial,adjective,financial
nonfissile,adjective,fissile
nonfissionable,adjective,fissionable
nonflowering,adjective,flowering
nonfunctional,adjective,functional
nonharmonic,adjective,harmonic
nonheritable,adjective,inheritable
nonhierarchic,adjective,hierarchical
nonhierarchical,adjective,hierarchical
nonhuman,adjective,human
nonimitative,adjective,imitative
nonindulgent,adjective,indulgent
nonindustrial,adjective,industrial
noninfectious,adjective,infectious
noninheritable,adjective,inheritable
noninstitutional,adjective,institutional
noninstitutionalised,adjective,institutionalized
noninstitutionalized,adjective,institutionalized
nonintegrated,adjective,integrated
nonintellectual,adjective,intellectual
noninvasive,adjective,invasive
nonionic,adjective,ionized
nonionised,adjective,ionized
nonionized,adjective,ionized
nonjudgmental,adjective,judgmental
nonlinear,adjective,linear
nonlinguistic,adjective,linguistic
nonliteral,adjective,literal
nonliving,adjective,animate
nonmagnetic,adjective,magnetic
nonmaterial,adjective,material
nonmeaningful,adjective,meaningful
nonmechanical,adjective,mechanical
nonmetal,adjective,metallic
nonmetallic,adjective,metallic
nonmetamorphic,adjective,metamorphic
nonmigratory,adjective,migratory
nonmilitary,adjective,military
nonmodern,adjective,modern
nonmonotonic,adjective,monotonic
nonmoving,adjective,moving
nonmusical,adjective,musical
nonnative,adjective,native
nonoperational,adjective,operational
nonparticulate,adjective,particulate
nonpartisan,noun,partisan
nonpartisan,adjective,partisan
nonpartizan,noun,partisan
nonpartizan,adjective,partisan
nonpasserine,adjective,passerine
nonperiodic,adjective,periodic
nonphotosynthetic,adjective,photosynthetic
nonpolar,adjective,ionic
nonpolitical,adjective,political
nonporous,adjective,porous
nonpregnant,adjective,pregnant
nonprehensile,adjective,prehensile
nonprescription,adjective,prescription
nonprofessional,adjective,professional
nonproprietary,adjective,proprietary
nonprotractile,adjective,extensile
nonpsychoactive,adjective,psychoactive
nonracial,adjective,racial
nonradioactive,adjective,radioactive
nonrandom,adjective,random
nonreciprocal,adjective,reciprocal
nonreflecting,adjective,reflective
nonreflective,adjective,reflective
nonrenewable,adjective,renewable
nonrepetitive,adjective,repetitive
nonrepresentational,adjective,representational
nonrepresentative,adjective,representative
nonresident,noun,resident
nonresident,adjective,resident
nonresidential,adjective,residential
nonresonant,adjective,reverberant
nonreticulate,adjective,reticulate
nonretractable,adjective,retractile
nonretractile,adjective,retractile
nonreturnable,adjective,returnable
nonreversible,adjective,reversible
nonrigid,adjective,rigid
nonruminant,adjective,ruminant
nonsectarian,adjective,sectarian
nonsexual,adjective,sexual
nonsignificant,adjective,significant
nonslippery,adjective,slippery
nonspatial,adjective,spatial
nonspeaking,adjective,speaking
nonspecific,adjective,specific
nonspherical,adjective,spherical
nonstandard,adjective,standard
nonsteroidal,adjective,steroidal
nonsubjective,adjective,subjective
nonsubmergible,adjective,submersible
nonsubmersible,adjective,submersible
nonsuppurative,adjective,suppurative
nonsurgical,adjective,surgical
nonsweet,adjective,sugary
nonsyllabic,adjective,syllabic
nontaxable,adjective,taxable
nontechnical,adjective,technical
nonterritorial,adjective,territorial
nonthermal,adjective,thermal
nontoxic,adjective,toxic
nontraditional,adjective,traditional
nontranslational,adjective,translational
nonunion,adjective,union
nonviolent,adjective,violent
nonvolatile,adjective,volatile
nonvolatilisable,adjective,volatile
nonvolatilizable,adjective,volatile
nonvoluntary,adjective,voluntary
nonwashable,adjective,washable
nonwoody,adjective,woody
normal,adjective,abnormal
normative,adjective,descriptive
normotensive,adjective,hypertensive
north,adjective,south
northern,adjective,southern
nosed,adjective,noseless
noseless,adjective,nosed
not intrusive,adjective,intrusive
not surprised,adjective,surprised
noted,verb,ignore
noticeable,adjective,unnoticeable
noticed,verb,ignore
noticed,adjective,unnoticed
nourished,adjective,malnourished
noxious,adjective,innocuous
nuclear,adjective,conventional
nullified,verb,validate
numerate,adjective,innumerate
numerical,adjective,verbal
nursed,verb,bottlefeed
o.k.,verb,disapprove
obedient,adjective,disobedient
objective,adjective,subjective
oblate,adjective,prolate
obligate,adjective,facultative
obligated,adjective,unobligated
obligatory,adjective,optional
obliged,verb,disoblige
obliging,verb,disoblige
oblique,noun,nominative
oblique,adjective,parallel
observed,verb,disrespect
observing,verb,disrespect
obstinate,adjective,docile
obstructed,verb,free
obstructed,adjective,unobstructed
obtrusive,adjective,unobtrusive
obtuse,adjective,acute
obviating,verb,necessitate
obvious,adjective,unobvious
occluded,verb,free
occlusive,noun,continuant consonant
occupied,adjective,unoccupied
odd,adjective,even
odorless,adjective,odorous
odorous,adjective,odorless
odourless,adjective,odorous
of import,adjective,unimportant
off,adjective,on
off-line,adjective,on-line-line
off-site,adjective,on-site
off-street,adjective,on-street
offended,verb,keep
offending,verb,keep
offending,adjective,unoffending
offensive,adjective,defensive
official,adjective,unofficial
offshore,adjective,inshore
offshore,adverb,onshore
offside,adjective,onside
offsides,adjective,onside
offstage,adjective,onstage
offstage,adverb,onstage
oiled,adjective,unoiled
okay,verb,disapprove
old,adjective,young
older,adjective,young
oleophilic,adjective,oleophobic
oleophobic,adjective,oleophilic
omnidirectional,adjective,directional
omnivorous,adjective,insectivorous
on,adjective,off
on-line,adjective,off-line-line
on-site,adjective,off-site
on-street,adjective,off-street
one-dimensional,adjective,multidimensional
one-piece,adjective,two-piece
one-sided,adjective,reversible
one-year,adjective,biennial
online,adjective,off-line-line
onomatopoeic,adjective,nonechoic
onomatopoeical,adjective,nonechoic
onomatopoetic,adjective,nonechoic
onshore,adjective,offshore
onshore,adverb,offshore
onside,adjective,offside
onstage,adjective,offstage
onstage,adverb,offstage
onymous,adjective,anonymous
opaque,adjective,clear
open,verb,close
open,adjective,shut
open-chain,adjective,cyclic
opened,verb,close
opened,adjective,closed
opening,noun,closing
opening,verb,close
opening,adjective,closing
operable,adjective,inoperable
operating,verb,malfunction
operational,adjective,nonoperational
operative,adjective,inoperative
opisthognathous,adjective,prognathous
opponent,noun,agonist
opportune,adjective,inopportune
opposable,adjective,unopposable
opposed,adjective,unopposed
opposite,noun,synonym
opposite,adjective,alternate
optimistic,adjective,pessimistic
optional,adjective,obligatory
oral,adjective,aboral
ordered,verb,deregulate
ordered,adjective,disordered
orderly,adjective,disorderly
ordinal,adjective,cardinal
ordinary,adjective,extraordinary
organic,adjective,inorganic
organised,verb,disorganize
organized,verb,disorganize
organized,adjective,unorganized
orientated,verb,disorient
orientated,adjective,unoriented
orientating,verb,disorient
orientating,adjective,disorienting
oriented,verb,disorient
oriented,adjective,unoriented
orienting,verb,disorient
orienting,adjective,disorienting
original,adjective,unoriginal
originative,adjective,uncreative
orthodox,adjective,unorthodox
orthotropous,adjective,campylotropous
ostentatious,adjective,unostentatious
other,adjective,same
out,adjective,safe
out-of-door,adjective,indoor
outboard,adjective,inboard
outbred,adjective,inbred
outdoor,adjective,indoor
outer,adjective,inner
outgoing,adjective,incoming
outlaw,verb,legalize
outlawed,verb,legalize
outside,noun,inside
outside,adjective,inside
outside,adverb,inside
outward,adjective,inward
outward,adverb,inward
over-the-counter,adjective,prescription
overarm,adjective,underhand
overcast,verb,clear up
overdressed,verb,underdress down
overhand,adjective,underhand
overhanded,adjective,underhand
overhead,adjective,surface
overlooked,verb,attend to
overlooking,verb,attend to
overshot,verb,undershoot
overstated,verb,understate
overt,adjective,covert
oviparous,adjective,ovoviviparous
ovoviviparous,adjective,viviparous
owned,adjective,unowned
ownerless,adjective,owned
oxidised,verb,deoxidize
oxidized,verb,deoxidize
packaged,verb,unbox
packaged,adjective,unpackaged
packed,verb,unpack
paid,verb,default
paid,adjective,unpaid
painful,adjective,painless
painless,adjective,painful
paintable,adjective,unpaintable
painted,adjective,unpainted
paired,adjective,alternate
palatable,adjective,unpalatable
palingenetic,adjective,cenogenetic
palpable,adjective,impalpable
paradigmatic,adjective,syntagmatic
parallel,adjective,perpendicular
paranormal,adjective,sensory
pardonable,adjective,unpardonable
parental,adjective,filial
parented,adjective,unparented
parentless,adjective,parented
part-time,adjective,full-time
part-time,adverb,full-time
partial,adjective,impartial
participating,verb,drop out
particular,noun,general proposition
particularised,verb,generalize
particularized,verb,generalize
particulate,adjective,nonparticulate
partisan,noun,nonpartisan
partisan,adjective,nonpartisan
partizan,adjective,nonpartisan
parttime,adjective,full-time
pass,noun,failing
pass,verb,fail born
pass,adjective,running
passable,adjective,impassable
passerine,adjective,nonpasserine
passing,noun,failing
passing,verb,fail born
passing,adjective,running
passionate,adjective,passionless
passionless,adjective,passionate
passive,noun,active voice
passive,adjective,active
past,noun,future
past,adjective,present
paternal,adjective,maternal
patient,adjective,impatient
patriarchal,adjective,matriarchal
patriotic,adjective,unpatriotic
patronised,verb,boycott
patronised,adjective,unpatronized
patronising,verb,boycott
patronized,verb,boycott
patronized,adjective,unpatronized
patronizing,verb,boycott
patronless,adjective,patronized
patterned,adjective,plain
paved,adjective,unpaved
paying,verb,default
paying attention,noun,inattentiveness
paying attention,adjective,heedless
peaceable,adjective,unpeaceful
peaceful,adjective,unpeaceful
peaked,verb,bottom out
pedunculate,adjective,sessile
peeled,verb,dress
penetrable,adjective,impenetrable
penitent,adjective,impenitent
perceptible,adjective,imperceptible
perceptive,adjective,unperceptive
perennial,adjective,annual
perfect,adjective,imperfect
perinatal,adjective,postnatal
periodic,adjective,aperiodic
periodical,adjective,aperiodic
peripheral,adjective,central
peripteral,adjective,apteral
perishable,adjective,imperishable
permanent,adjective,impermanent
permeable,adjective,impermeable
permissible,adjective,impermissible
permissive,adjective,preventive
perpendicular,adjective,oblique
perplexed,verb,simplify
perplexed,adjective,unperplexed
perplexing,verb,simplify
persistent,adjective,caducous
personal,adjective,impersonal
personalised,verb,depersonalize
personalized,verb,depersonalize
persuasive,adjective,dissuasive
pervious,adjective,impervious
pessimistic,adjective,optimistic
petaled,adjective,apetalous
petalled,adjective,apetalous
petalless,adjective,petalous
petalous,adjective,apetalous
petty,noun,grand larceny
phlegmy,adjective,dry
photosynthetic,adjective,nonphotosynthetic
physical,adjective,mental
pianissimo,adverb,fortissimo
piano,adjective,forte
piano,adverb,forte
pigeon-toed,adjective,splayfooted
pious,adjective,impious
pistillate,adjective,acarpelous
placable,adjective,implacable
placed,verb,divest
placental,adjective,aplacental
plain,verb,cheer
plain,adjective,fancy
planar,adjective,cubic
planned,adjective,unplanned
planted,adjective,unplanted
plantigrade,noun,digitigrade mammal
plantigrade,adjective,digitigrade
platyrhine,adjective,catarrhine
platyrhinian,adjective,catarrhine
platyrrhine,adjective,catarrhine
platyrrhinian,adjective,catarrhine
platyrrhinic,adjective,catarrhine
plausible,adjective,implausible
playable,adjective,unplayable
playful,adjective,unplayful
pleading,adjective,imperative
pleasant,adjective,unpleasant
pleased,verb,displease
pleased,adjective,displeased
pleasing,verb,displease
pleasing,adjective,displeasing
pleurocarpous,adjective,acrocarpous
ploughed,adjective,unplowed
plowed,adjective,unplowed
plucked,verb,undercharge
plucked,adjective,bowed
plucky,adjective,gutless
plumbable,adjective,unfathomable
plumed,verb,undercharge
plural,noun,singular
plural,adjective,singular
plus,noun,liability
plus,adjective,minus
pointed,adjective,pointless
pointless,adjective,pointed
polar,adjective,equatorial
polished,adjective,unpolished
polite,adjective,impolite
politic,adjective,impolitic
political,adjective,nonpolitical
polychromatic,adjective,monochromatic
polygamous,adjective,monogamous
polyphonic,adjective,monophonic
polyploid,adjective,haploid
polytheistic,adjective,monotheistic
polyvalent,adjective,monovalent
ponderable,adjective,imponderable
poor,noun,rich people
poor,adjective,rich
poorly,adverb,well
popular,adjective,unpopular
poriferous,adjective,nonporous
porous,adjective,nonporous
port,noun,starboard
portable,adjective,unportable
posed,adjective,unposed
positive,adjective,negative
possible,adjective,impossible
posterior,adjective,anterior
postmeridian,adjective,antemeridian
postmortal,adjective,antemortem
postmortem,adjective,antemortem
postnatal,adjective,prenatal
postnuptial,adjective,prenuptial
postpartum,adjective,prenatal
postprandial,adjective,preprandial
postwar,adjective,prewar
potable,adjective,undrinkable
potent,adjective,impotent
potential,adjective,actual
potted,adjective,unpotted
powered,adjective,unpowered
powerful,adjective,powerless
powerless,adjective,powerful
practical,adjective,impractical
praising,verb,criticize
precedented,adjective,unprecedented
preceding,verb,postdate
preceding,adjective,succeeding
precise,adjective,imprecise
