lemma,part_of_speech,antonyms
short-spurred,adjective,long-spurred
shortsighted,adjective,farsighted
shrinkable,adjective,unshrinkable
shut,adjective,open|open
shuttered,adjective,unshuttered
shy,adjective,confident
sick,adjective,well
side,adjective,top
sidereal,adjective,civil
sighted,adjective,blind
signed,adjective,unsigned
significant,adjective,insignificant|nonsignificant
silenced,adjective,unsilenced
similar,adjective,dissimilar|unalike|unlike
simple,adjective,complex|compound
sincere,adjective,insincere
single,adjective,common|double|multiple|married
single-barreled,adjective,double-barreled
single-barrelled,adjective,double-barreled
single-breasted,adjective,double-breasted
single-lane,adjective,multilane
singular,adjective,plural|plural
sinistral,adjective,dextral
sinkable,adjective,unsinkable
sisterlike,adjective,brotherly
sisterly,adjective,brotherly
sitting,adjective,standing
sized,adjective,unsized|unsized
skilled,adjective,unskilled
skinless,adjective,skinned
skinned,adjective,skinless
sleeved,adjective,sleeveless
sleeveless,adjective,sleeved
slight,adjective,much
slippery,adjective,nonslippery
slippy,adjective,nonslippery
slow,adjective,fast|fast|fast
small,adjective,large|big
smaller,adjective,large|big
smart,adjective,stupid
smokeless,adjective,smoky
smoky,adjective,smokeless
smooth,adjective,rough|rough|staccato|rough
smoothbore,adjective,rifled
sober,adjective,intoxicated|playful
sociable,adjective,unsociable
social,adjective,unsocial
socialist,adjective,capitalistic
socialistic,adjective,capitalistic
soft,adjective,hard|hard|loud|unvoiced|hardened|forte|hard|hard
soft-boiled,adjective,hardhearted
softhearted,adjective,hardhearted
soiled,adjective,clean
sold,adjective,unsold
soled,adjective,soleless
soleless,adjective,soled
solid,adjective,liquid|hollow
soluble,adjective,insoluble|insoluble
solved,adjective,unsolved
solvent,adjective,insolvent
some,adjective,no
sonant,adjective,unvoiced
sonic,adjective,subsonic
sophisticated,adjective,naive
sororal,adjective,brotherly
sorrowful,adjective,joyful
sorry,adjective,unregretful
sound,adjective,unsound|unsound
soundable,adjective,unfathomable
sour,adjective,sweet
soured,adjective,unsoured
south,adjective,north
southern,adjective,northern|northern
spaced,adjective,unspaced
spacial,adjective,nonspatial
sparkling,adjective,still
spatial,adjective,nonspatial
speaking,adjective,nonspeaking
specialised,adjective,unspecialized
specialized,adjective,unspecialized
specific,adjective,general|nonspecific
specified,adjective,unspecified
spent,adjective,unexhausted
spherical,adjective,nonspherical
spineless,adjective,vertebrate|spinous
spinous,adjective,spineless
spiny,adjective,spineless
spirited,adjective,spiritless
spiritless,adjective,spirited
splayfoot,adjective,pigeon-toed
splayfooted,adjective,pigeon-toed
spoken,adjective,written
spontaneous,adjective,induced
sporadic,adjective,continual
square,adjective,round|crooked
stable,adjective,unstable
staccato,adjective,legato
staged,adjective,unstaged
stained,adjective,unstained
stale,adjective,fresh
stalked,adjective,sessile
stalkless,adjective,pedunculate
standard,adjective,nonstandard|nonstandard|nonstandard
standing,adjective,running|running|seated
starchless,adjective,starchy
starchy,adjective,starchless
starless,adjective,starry
starry,adjective,starless
statesmanlike,adjective,unstatesmanlike
statesmanly,adjective,unstatesmanlike
stative,adjective,active
steady,adjective,unsteady
steep,adjective,gradual
stemless,adjective,stemmed|caulescent
stemmed,adjective,stemless|acaulescent
sterile,adjective,fertile
steroidal,adjective,nonsteroidal
stiff,adjective,impotent
stigmatic,adjective,astigmatic
still,adjective,moving|sparkling
stimulating,adjective,unstimulating
stimulative,adjective,depressant
stingy,adjective,generous|ample
stinky,adjective,fragrant
stirred,adjective,unmoved
stomatous,adjective,astomatous
stoppable,adjective,unstoppable
stormy,adjective,calm
straight,adjective,crooked|curly|crooked|coiled|curved
strange,adjective,familiar|native
stratified,adjective,unstratified
stressed,adjective,unstressed
strict,adjective,indulgent
strong,adjective,weak|impotent
structured,adjective,unstructured
stubborn,adjective,docile
stuck,adjective,unstuck
studied,adjective,unstudied
stupid,adjective,smart|intelligent
sturdy,adjective,compromising
styleless,adjective,stylish
stylish,adjective,styleless|unfashionable
subartesian,adjective,artesian
subhuman,adjective,superhuman
subjacent,adjective,superjacent
subjective,adjective,objective|transeunt
submergible,adjective,nonsubmersible
submersible,adjective,nonsubmersible
submissive,adjective,domineering
subordinate,adjective,dominant|insubordinate|independent
subordinating,adjective,coordinating
subordinative,adjective,coordinating
subscript,adjective,adscript
subsequent,adjective,antecedent
subsonic,adjective,supersonic
substantial,adjective,insubstantial
substantive,adjective,adjective
subsurface,adjective,overhead
subtractive,adjective,additive
succeeding,adjective,preceding
successful,adjective,unsuccessful
sudden,adjective,gradual
sufficient,adjective,insufficient
sugarless,adjective,sugary
sugary,adjective,sugarless
summery,adjective,autumnal
superficial,adjective,profound
superhuman,adjective,subhuman
superior,adjective,inferior|inferior|subscript|inferior
superjacent,adjective,subjacent
supernal,adjective,infernal
supernatural,adjective,natural
superscript,adjective,subscript
supersonic,adjective,sonic
supervised,adjective,unsupervised
supported,adjective,unsupported|unsupported
supportive,adjective,unsupportive
suppressed,adjective,publicized
suppurative,adjective,nonsuppurative
surd,adjective,voiced
sure,adjective,uncertain|unsure|uncertain
surface,adjective,subsurface
surface-assimilative,adjective,nonadsorbent
surface-to-air,adjective,air-to-surface
surgical,adjective,nonsurgical|medical
surmountable,adjective,insurmountable
surprised,adjective,unsurprised
surprising,adjective,unsurprising
susceptible,adjective,unsusceptible
suspected,adjective,unsuspected
sweet,adjective,sour|dry|salty
swept,adjective,unswept
sworn,adjective,unsworn
syllabic,adjective,accentual|nonsyllabic|nonsyllabic
symmetric,adjective,asymmetrical
symmetrical,adjective,asymmetrical
sympathetic,adjective,unsympathetic|unsympathetic
sympatric,adjective,allopatric
syncarpous,adjective,apocarpous
syncategorematic,adjective,categorematic
synchronal,adjective,asynchronous
synchronic,adjective,asynchronous|diachronic
synchronous,adjective,asynchronous|asynchronous
synclinal,adjective,anticlinal
syndetic,adjective,asyndetic
synergistic,adjective,antagonistic
synonymous,adjective,antonymous
syntagmatic,adjective,paradigmatic
synthetic,adjective,analytic|analytic|analytic
synthetical,adjective,analytic|analytic
systematic,adjective,unsystematic
table d'hote,adjective,a la carte
taciturn,adjective,voluble
tactful,adjective,tactless
tactless,adjective,tactful
tagged,adjective,unlabeled
talented,adjective,untalented
talentless,adjective,talented
tall,adjective,short
tame,adjective,wild|wild
tamed,adjective,wild
tangible,adjective,intangible|intangible|impalpable
tangled,adjective,untangled
tanned,adjective,untanned
tapped,adjective,untapped
tasteful,adjective,tasteless
tasteless,adjective,tasty|tasteful
tasty,adjective,tasteless
taxable,adjective,nontaxable
tearful,adjective,tearless
tearless,adjective,tearful
technical,adjective,nontechnical
temperate,adjective,intemperate|intemperate
tempered,adjective,untempered|untempered
temporal,adjective,unworldly
temporary,adjective,permanent
tenacious,adjective,unretentive
tender,adjective,tough|tough|tough
tense,adjective,relaxed|lax|lax
terminal,adjective,intermediate
terrestrial,adjective,amphibious
territorial,adjective,nonterritorial|extraterritorial
testate,adjective,intestate
thankful,adjective,ungrateful
thankless,adjective,grateful
theatrical,adjective,untheatrical
thematic,adjective,unthematic
theoretic,adjective,empirical
theoretical,adjective,empirical|applied
thermal,adjective,nonthermal
thermic,adjective,nonthermal
thermoplastic,adjective,thermosetting
thermoset,adjective,thermoplastic
thermosetting,adjective,thermoplastic
thick,adjective,thin|thin
thin,adjective,thick|fat|thick|full
thinkable,adjective,unthinkable
thirsty,adjective,hungry
thoughtful,adjective,thoughtless|heedless
thoughtless,adjective,thoughtful
three-dimensional,adjective,linear
three-piece,adjective,one-piece
thrifty,adjective,wasteful
tidy,adjective,untidy
tied,adjective,untied|unlaced
tight,adjective,loose|leaky
timbered,adjective,untimbered
timid,adjective,bold|confident
tipped,adjective,untipped
tired,adjective,rested
toed,adjective,toeless
toeless,adjective,toed
tolerable,adjective,intolerable
tolerant,adjective,intolerant
tonal,adjective,atonal
toned,adjective,toneless
toneless,adjective,toned
tongued,adjective,tongueless
tongueless,adjective,tongued
tonic,adjective,atonic
toothed,adjective,toothless
toothless,adjective,toothed
toothsome,adjective,unpalatable
top,adjective,bottom
top-down,adjective,bottom-up
topless,adjective,topped
topped,adjective,topless
touchable,adjective,intangible
touched,adjective,untouched|unmoved
tough,adjective,tender|tender|tender
toughened,adjective,tender|untempered
toxic,adjective,nontoxic
traceable,adjective,untraceable
trackable,adjective,untraceable
tracked,adjective,trackless
trackless,adjective,tracked
tractable,adjective,intractable
traditional,adjective,nontraditional
trained,adjective,untrained
tramontane,adjective,cismontane
transeunt,adjective,immanent
transient,adjective,immanent
transitive,adjective,intransitive
translatable,adjective,untranslatable
translational,adjective,nontranslational
transmontane,adjective,cismontane
transonic,adjective,subsonic
traveled,adjective,untraveled
treated,adjective,untreated|untreated|untempered
tree-living,adjective,nonarboreal
treeless,adjective,wooded
triclinic,adjective,monoclinic
trimmed,adjective,untrimmed
trinuclear,adjective,mononuclear
trinucleate,adjective,mononuclear
trinucleated,adjective,mononuclear
troubled,adjective,untroubled
true,adjective,false|untruthful
true-false,adjective,multiple-choice
trustful,adjective,distrustful
trusting,adjective,distrustful
trustworthy,adjective,untrustworthy
trusty,adjective,untrustworthy
truthful,adjective,untruthful
tubed,adjective,tubeless
tubeless,adjective,tubed
tucked,adjective,untucked
tuneful,adjective,tuneless
tuneless,adjective,tuneful
turned,adjective,unturned
two-dimensional,adjective,cubic
two-footed,adjective,quadrupedal|quadruped
two-handed,adjective,right-handed
two-piece,adjective,three-piece
two-sided,adjective,nonreversible
two-year,adjective,perennial
typical,adjective,atypical
ugly,adjective,beautiful
ultimate,adjective,proximate
ultra vires,adjective,intra vires
unable,adjective,able
unabridged,adjective,abridged
unabused,adjective,abused
unaccented,adjective,tonic
unacceptable,adjective,acceptable
unaccessible,adjective,accessible
unaccommodating,adjective,accommodating
unaccompanied,adjective,accompanied|accompanied
unaccustomed,adjective,accustomed
unacknowledged,adjective,acknowledged
unacquisitive,adjective,acquisitive
unactable,adjective,actable
unadaptable,adjective,adaptable
unaddicted,adjective,addicted
unaddressed,adjective,addressed
unadjusted,adjective,adjusted
unadoptable,adjective,adoptable
unadorned,adjective,adorned
unadventurous,adjective,adventurous
unadvisable,adjective,advisable
unadvised,adjective,well-advised
unaesthetic,adjective,aesthetic
unaffected,adjective,affected|moved|affected
unaffixed,adjective,affixed
unafraid,adjective,afraid|insecure
unaggressive,adjective,aggressive
unagitated,adjective,agitated|agitated
unairworthy,adjective,airworthy
unalarming,adjective,alarming
unalert,adjective,alert
unalienable,adjective,alienable
unalike,adjective,alike
unalterable,adjective,alterable
unaltered,adjective,altered
unambiguous,adjective,ambiguous|equivocal
unambitious,adjective,ambitious
unamended,adjective,amended
unanalyzed,adjective,analyzed
unangry,adjective,angry
unanimated,adjective,animated
unapologetic,adjective,apologetic
unappealable,adjective,appealable
unappealing,adjective,sympathetic|appealing
unappendaged,adjective,appendaged
unappetising,adjective,appetizing
unappetizing,adjective,appetizing
unapproachable,adjective,approachable
unarbitrary,adjective,arbitrary
unargumentative,adjective,argumentative
unarmed,adjective,armed|armed
unarmored,adjective,armored|armored
unarmoured,adjective,armored|armored
unarticulate,adjective,articulate
unarticulated,adjective,articulated
unascribable,adjective,attributable
unashamed,adjective,ashamed
unassertive,adjective,assertive
unassigned,adjective,assigned
unassisted,adjective,assisted
unattached,adjective,attached
unattractive,adjective,attractive
unattributable,adjective,attributable
unauthorised,adjective,authorized
unauthorized,adjective,authorized
unavailable,adjective,available
unavenged,adjective,avenged
unawakened,adjective,awakened
unaware,adjective,aware
unawed,adjective,awed
unbalanced,adjective,balanced
unbalconied,adjective,balconied
unbanded,adjective,banded
unbaptised,adjective,baptized
unbaptized,adjective,baptized
unbarreled,adjective,barreled
unbarrelled,adjective,barreled
unbearable,adjective,tolerable
unbelievable,adjective,credible
unbelted,adjective,belted
unbeneficed,adjective,beneficed
unblemished,adjective,blemished
unblended,adjective,blended
unbodied,adjective,bodied
unbordered,adjective,bordered
unborn,adjective,born
unbound,adjective,bound|bound
unbrainwashed,adjective,brainwashed
unbranded,adjective,branded
unbreakable,adjective,breakable
unbridgeable,adjective,bridgeable
unbroken,adjective,broken|plowed|broken|broken
unburdened,adjective,burdened
unburied,adjective,buried
unbuttoned,adjective,buttoned
uncamphorated,adjective,camphorated
uncared-for,adjective,cared-for
uncarpeted,adjective,carpeted
uncarved,adjective,carved
uncastrated,adjective,castrated
uncaulked,adjective,caulked
uncensored,adjective,censored
uncertain,adjective,certain|sure|certain|sealed|certain
uncertified,adjective,certified
unchangeable,adjective,changeable
unchanged,adjective,changed|altered
uncharacteristic,adjective,characteristic
uncharged,adjective,charged
uncharitable,adjective,charitable
unchartered,adjective,chartered
unchaste,adjective,chaste
uncheerful,adjective,cheerful
unchristian,adjective,christian
uncivil,adjective,civil
unclassified,adjective,classified|classified
unclean,adjective,clean|clean
unclear,adjective,well-defined|clear
uncleared,adjective,cleared
unclimbable,adjective,scalable
unclothed,adjective,clothed
uncoated,adjective,coated
uncoiled,adjective,coiled
uncollected,adjective,collected|gathered
uncolored,adjective,colored
uncoloured,adjective,colored
uncolumned,adjective,columned
uncombed,adjective,combed
uncombined,adjective,combined
uncomfortable,adjective,comfortable|comfortable
uncommitted,adjective,committed|attached
uncommon,adjective,common
uncommunicative,adjective,communicative
uncomparable,adjective,comparable
uncompartmented,adjective,compartmented
uncompassionate,adjective,compassionate
uncomplaining,adjective,complaining
uncomplete,adjective,complete
uncomplimentary,adjective,flattering|complimentary
uncomprehensible,adjective,comprehensible
uncompromising,adjective,compromising
unconcealed,adjective,concealed
unconcerned,adjective,concerned
unconditional,adjective,conditional
unconditioned,adjective,conditioned|conditional
unconfined,adjective,confined
unconfirmed,adjective,confirmed
unconformist,adjective,conformist
uncongenial,adjective,congenial
unconnected,adjective,connected
unconquerable,adjective,conquerable
unconscientious,adjective,conscientious
unconscious,adjective,conscious
unconsolable,adjective,consolable
unconstipated,adjective,constipated
unconstitutional,adjective,constitutional
unconstricted,adjective,constricted
unconsummated,adjective,consummated
uncontaminated,adjective,contaminated
uncontaminating,adjective,dirty
uncontested,adjective,contested
uncontrived,adjective,studied
uncontrolled,adjective,controlled
uncontroversial,adjective,controversial
unconventional,adjective,conventional|conventional
unconvertible,adjective,convertible
unconvinced,adjective,convinced
unconvincing,adjective,convincing
uncooperative,adjective,cooperative
uncorrected,adjective,corrected
uncousinly,adjective,cousinly
uncrannied,adjective,crannied
uncreative,adjective,creative
uncritical,adjective,critical|critical
uncrossed,adjective,crossed|crossed
uncrowded,adjective,crowded
uncrowned,adjective,crowned|crowned
uncrystallised,adjective,crystallized
uncrystallized,adjective,crystallized
uncultivated,adjective,cultivated
uncurtained,adjective,curtained
uncut,adjective,trimmed|mown|cut|cut|cut
undamaged,adjective,damaged
undatable,adjective,datable
undeciphered,adjective,deciphered
undeclared,adjective,declared
undecorated,adjective,adorned
undedicated,adjective,dedicated
undefeated,adjective,defeated
undefined,adjective,defined
undelineated,adjective,delineated
undemanding,adjective,demanding
undemocratic,adjective,democratic
undemonstrative,adjective,demonstrative
undeniable,adjective,deniable
undependable,adjective,reliable|dependable
underage,adjective,major
underarm,adjective,overhand
underhand,adjective,overhand
underhanded,adjective,overhand
underived,adjective,derived
underprivileged,adjective,privileged
understood,adjective,ununderstood
undescriptive,adjective,descriptive
undesigned,adjective,designed
undesirable,adjective,desirable
undesiring,adjective,desirous
undesirous,adjective,desirous
undetected,adjective,detected
undeterminable,adjective,determinable
undetermined,adjective,determined|determinate
undeveloped,adjective,developed|exploited
undifferentiated,adjective,differentiated
undignified,adjective,dignified
undiluted,adjective,diluted
undimmed,adjective,dimmed
undiplomatic,adjective,diplomatic
undiscerning,adjective,discerning
undiscriminating,adjective,discriminating
undistinguishable,adjective,distinguishable
undiversified,adjective,diversified
undocumented,adjective,documented
undomestic,adjective,domestic
undrained,adjective,drained
undramatic,adjective,dramatic
undrinkable,adjective,drinkable
undue,adjective,due|due
undynamic,adjective,dynamic
uneager,adjective,eager
unearned,adjective,earned
uneasy,adjective,easy|restful
uneatable,adjective,edible
unedifying,adjective,edifying
uneducated,adjective,educated
uneffective,adjective,effective
unemotional,adjective,emotional
unemployable,adjective,employable
unemployed,adjective,employed
unenclosed,adjective,enclosed
unencumbered,adjective,encumbered
unendowed,adjective,endowed
unendurable,adjective,tolerable
unenforceable,adjective,enforceable
unenforced,adjective,enforced
unenlightened,adjective,enlightened
unenlightening,adjective,enlightening|edifying
unenlivened,adjective,enlivened
unenrgetic,adjective,energetic
unenterprising,adjective,enterprising
unenthusiastic,adjective,enthusiastic
unequal,adjective,equal|adequate
unequipped,adjective,equipped
unequivocal,adjective,equivocal
unerect,adjective,erect
unessential,adjective,essential
unestablished,adjective,established
unethical,adjective,ethical
uneven,adjective,even|even
uneventful,adjective,eventful
unexchangeable,adjective,exchangeable|convertible
unexcitable,adjective,excitable
unexcited,adjective,excited
unexciting,adjective,stimulating|exciting
unexhausted,adjective,exhausted
unexpansive,adjective,expansive
unexpected,adjective,expected
unexpendable,adjective,expendable
unexpired,adjective,expired
unexploited,adjective,exploited
unexplorative,adjective,exploratory
unexploratory,adjective,exploratory
unexportable,adjective,exportable
unexpressible,adjective,expressible
unextended,adjective,extended
unfaceted,adjective,faceted
unfair,adjective,fair
unfaithful,adjective,faithful|faithful
unfamiliar,adjective,familiar
unfashionable,adjective,fashionable
unfastened,adjective,fastened|shut|buttoned|tied
unfastidious,adjective,fastidious|fastidious
unfathomable,adjective,fathomable
unfavorable,adjective,favorable|favorable
unfavourable,adjective,favorable|favorable
unfeathered,adjective,feathered
unfertile,adjective,fertile
unfilled,adjective,filled
unfinished,adjective,finished|finished
unfit,adjective,fit|fit
unfixed,adjective,fixed
unflattering,adjective,flattering
unfledged,adjective,fledged
unfocused,adjective,focused
unfocussed,adjective,focused
unforceful,adjective,forceful
unforgettable,adjective,forgettable
unforgiving,adjective,forgiving
unformed,adjective,formed
unfortunate,adjective,fortunate|auspicious
unframed,adjective,framed
unfree,adjective,free|free
unfretted,adjective,fretted
unfriendly,adjective,friendly|friendly
unfrozen,adjective,frozen
unfruitful,adjective,fruitful
unfueled,adjective,fueled
unfunded,adjective,funded
unfurnished,adjective,furnished
unfurrowed,adjective,furrowed
ungathered,adjective,collected|gathered
ungeared,adjective,geared
ungenerous,adjective,generous|generous
unglazed,adjective,glazed|glazed
ungracious,adjective,gracious
ungrammatical,adjective,grammatical
ungrateful,adjective,grateful
ungreased,adjective,lubricated
ungregarious,adjective,gregarious|gregarious
ungroomed,adjective,groomed
unguiculate,adjective,ungulate
unguiculated,adjective,ungulate
unguided,adjective,guided
ungulate,adjective,unguiculate
ungulated,adjective,unguiculate
ungusseted,adjective,gusseted
unhallowed,adjective,holy
unhappy,adjective,happy|euphoric
unhardened,adjective,tempered
unharmonious,adjective,harmonious
unheaded,adjective,headed
unhealthful,adjective,sanitary|healthful
unhealthy,adjective,healthy
unhearable,adjective,audible
unheeding,adjective,heedful
unhelpful,adjective,helpful
unholy,adjective,holy
unhumorous,adjective,humorous
unhurried,adjective,hurried
unicameral,adjective,bicameral
unidentifiable,adjective,identifiable
unidimensional,adjective,multidimensional
unidirectional,adjective,bidirectional
uniform,adjective,multiform|differentiated
unilateral,adjective,multilateral
unilluminating,adjective,enlightening
unimodal,adjective,bimodal
unimpaired,adjective,impaired
unimportant,adjective,important|significant
unimpressionable,adjective,impressionable
unimpressive,adjective,impressive
unimproved,adjective,improved
uninflected,adjective,inflected|inflected|synthetic
uninfluential,adjective,influential
uninformative,adjective,informative
uninformed,adjective,informed
uninhabited,adjective,inhabited
uninhibited,adjective,inhibited
uninjectable,adjective,injectable
uninjured,adjective,injured
uninquiring,adjective,inquiring
uninquisitive,adjective,inquiring
uninspiring,adjective,inspiring
uninstructive,adjective,instructive
uninsured,adjective,insured
unintegrated,adjective,integrated|integrated
unintelligent,adjective,intelligent
unintelligible,adjective,intelligible
unintended,adjective,intended
uninterested,adjective,interested
uninteresting,adjective,interesting
uninterrupted,adjective,discontinuous
unintrusive,adjective,intrusive
uninucleate,adjective,multinucleate
uninviting,adjective,inviting
uninvolved,adjective,involved
union,adjective,nonunion
unionised,adjective,ionized
unionized,adjective,ionized
uniparous,adjective,multiparous
unipolar,adjective,bipolar
unironed,adjective,ironed
unitary,adjective,federal
united,adjective,divided
univalent,adjective,bivalent|polyvalent
univalve,adjective,bivalve
univocal,adjective,equivocal
unjust,adjective,fair|just|equitable
unkept,adjective,unbroken
unkeyed,adjective,tonal
unkind,adjective,kind
unknowable,adjective,knowable
unknown,adjective,known
unlabeled,adjective,labeled
unlabelled,adjective,labeled
unlaced,adjective,laced
unlamented,adjective,lamented
unlaureled,adjective,laureled
unlaurelled,adjective,laureled
unlawful,adjective,lawful
unleaded,adjective,leaded
unlearned,adjective,conditioned
unleavened,adjective,leavened
unlighted,adjective,lighted
unlikable,adjective,sympathetic
unlike,adjective,like|like
unlikeable,adjective,sympathetic
unlikely,adjective,probable|likely
unlimited,adjective,limited
unlined,adjective,lined
unlipped,adjective,lipped
unlisted,adjective,listed
unlit,adjective,lighted
unlivable,adjective,livable
unliveable,adjective,livable
unliveried,adjective,liveried
unloaded,adjective,loaded
unlogical,adjective,logical
unloved,adjective,loved
unloving,adjective,loving
unlubricated,adjective,lubricated
unlucky,adjective,lucky
unmade,adjective,made
unmalicious,adjective,malicious
unmalted,adjective,malted
unmanageable,adjective,wieldy|manageable
unmanful,adjective,manly
unmanlike,adjective,manly
unmanly,adjective,manly
unmanned,adjective,manned
unmarked,adjective,marked
unmarred,adjective,blemished
unmarried,adjective,married
unmated,adjective,mated
unmeasurable,adjective,measurable
unmeasured,adjective,measurable
unmelodic,adjective,melodious
unmelodious,adjective,tuneful|melodious
unmelted,adjective,melted
unmerciful,adjective,merciful
unmerited,adjective,merited
unmilitary,adjective,military
unmindful,adjective,mindful
unmined,adjective,mined
unmitigated,adjective,mitigated
unmixable,adjective,miscible
unmodifiable,adjective,modifiable
unmodified,adjective,modified
unmodulated,adjective,modulated
unmotivated,adjective,motivated
unmotorised,adjective,motorized
unmotorized,adjective,motorized
unmourned,adjective,lamented
unmoved,adjective,moved
unmoving,adjective,moving|moving
unmown,adjective,mown
unmusical,adjective,musical|musical|melodious
unmutilated,adjective,blemished
unmyelinated,adjective,myelinated
unnatural,adjective,natural|normal|unaffected
unnecessary,adjective,necessary
unneeded,adjective,necessary
unneurotic,adjective,neurotic
unnoticeable,adjective,obtrusive|noticeable
unnoticed,adjective,noticed
unobjectionable,adjective,dirty
unobligated,adjective,obligated
unobliging,adjective,accommodating
unobstructed,adjective,obstructed
unobtrusive,adjective,obtrusive
unobvious,adjective,obvious
unoccupied,adjective,occupied|occupied
unoffending,adjective,offending|offensive
unofficial,adjective,official
unoiled,adjective,oiled
unopen,adjective,open
unopposable,adjective,opposable
unopposed,adjective,opposed
unordered,adjective,ordered
unorganised,adjective,organized
unorganized,adjective,organized
unoriented,adjective,oriented
unoriginal,adjective,original
unorthodox,adjective,orthodox
unostentatious,adjective,ostentatious
unowned,adjective,owned
unpackaged,adjective,packaged
unpaid,adjective,paid
unpaintable,adjective,paintable
unpainted,adjective,painted|painted
unpalatable,adjective,palatable
unpardonable,adjective,pardonable
unparented,adjective,parented
unpassable,adjective,passable
unpatriotic,adjective,patriotic
unpatronised,adjective,patronized
unpatronized,adjective,patronized
unpatterned,adjective,patterned
unpaved,adjective,paved
unpeaceful,adjective,peaceful
unperceivable,adjective,perceptible
unperceiving,adjective,perceptive
unperceptive,adjective,perceptive
unpermissive,adjective,permissive
unperplexed,adjective,perplexed
unplanned,adjective,planned
unplanted,adjective,planted
unplayable,adjective,playable
unplayful,adjective,playful
unpleasant,adjective,pleasant
unpleasant-smelling,adjective,fragrant
unploughed,adjective,plowed
unplowed,adjective,plowed
unpointed,adjective,pointed
unpolished,adjective,polished
unpopular,adjective,popular
unportable,adjective,portable
unposed,adjective,posed
unpotted,adjective,potted
unpowered,adjective,powered
unprecedented,adjective,precedented
unpredictable,adjective,predictable
unprejudiced,adjective,prejudiced
unpremeditated,adjective,premeditated
unprepared,adjective,prepared
unpresidential,adjective,presidential
unpretending,adjective,ostentatious
unpretentious,adjective,pretentious|ostentatious
unpreventable,adjective,preventable
unpriestly,adjective,priestly
unprincipled,adjective,principled
unprintable,adjective,printable
unprocessed,adjective,refined|processed
unproductive,adjective,productive
unprofessional,adjective,professional
unprofitable,adjective,profitable
unpronounceable,adjective,pronounceable
unprophetic,adjective,prophetic
unpropitious,adjective,propitious
unprotected,adjective,protected
unprotective,adjective,protective
unproved,adjective,proved
unproven,adjective,proved
unprovocative,adjective,provocative
unprovoking,adjective,provocative
unpublishable,adjective,publishable
unpublished,adjective,published
unpunctual,adjective,punctual
unpunished,adjective,punished
unqualified,adjective,qualified|qualified|competent
unquestionable,adjective,questionable
unquiet,adjective,quiet
unquotable,adjective,repeatable|quotable
unraised,adjective,leavened
unreactive,adjective,reactive
unready,adjective,ready
unreal,adjective,real|real|natural|substantial
unrealistic,adjective,realistic
unreasonable,adjective,reasonable
unreassuring,adjective,reassuring
unreceptive,adjective,receptive
unreconcilable,adjective,reconcilable
unreconstructed,adjective,reconstructed
unrecorded,adjective,recorded
unrecoverable,adjective,recoverable
unrefined,adjective,refined|refined
unreflected,adjective,reflected
unregenerate,adjective,docile|regenerate
unregenerated,adjective,regenerate
unregistered,adjective,registered|registered
unregretful,adjective,regretful
unregretting,adjective,regretful
unregulated,adjective,regulated
unrelated,adjective,related|related
unreliable,adjective,reliable|dependable
unremorseful,adjective,penitent|repentant
unrenewable,adjective,renewable
unrenewed,adjective,revived
unrentable,adjective,rentable
unrepeatable,adjective,repeatable|quotable
unrepentant,adjective,penitent|repentant
unreplaceable,adjective,replaceable
unreportable,adjective,reportable
unreported,adjective,reported
unreproducible,adjective,reproducible
unrequested,adjective,requested
unresentful,adjective,resentful
unreserved,adjective,reserved|reserved
unresolved,adjective,solved
unrespectable,adjective,respectable
unresponsive,adjective,responsive
unrestrained,adjective,restrained
unrestricted,adjective,restricted
unrestrictive,adjective,restrictive
unretentive,adjective,retentive
unreverberant,adjective,reverberant
unrevived,adjective,revived
unrewarding,adjective,rewarding
unrhetorical,adjective,rhetorical
unrhymed,adjective,rhymed
unrhythmic,adjective,rhythmical
unrhythmical,adjective,rhythmical
unrifled,adjective,rifled
unrigged,adjective,rigged
unrighteous,adjective,righteous
unrimed,adjective,rhymed
unripe,adjective,ripe
unripened,adjective,ripe
unsaddled,adjective,saddled
unsafe,adjective,secure|safe
unsalable,adjective,salable
unsaleable,adjective,salable
unsanitary,adjective,sanitary
unsaponified,adjective,saponified
unsarcastic,adjective,sarcastic
unsatiable,adjective,satiate
unsatisfactory,adjective,satisfactory
unsaturated,adjective,saturated|saturated|saturated
unsavory,adjective,savory
unsavoury,adjective,savory
unscalable,adjective,scalable
unscheduled,adjective,scheduled
unscholarly,adjective,scholarly
unscientific,adjective,scientific
unscripted,adjective,scripted
unscrupulous,adjective,scrupulous
unsealed,adjective,sealed|sealed
unseamanlike,adjective,seamanlike
unseasonable,adjective,seasonable
unseasoned,adjective,seasoned
unseaworthy,adjective,seaworthy
unsectarian,adjective,sectarian
unseductive,adjective,seductive
unseeable,adjective,visible
unseeded,adjective,seeded
unselected,adjective,selected
unselfish,adjective,selfish
unsensational,adjective,sensational
unsent,adjective,sent
unserviceable,adjective,serviceable
unservile,adjective,servile
unsettled,adjective,settled|settled
unsexed,adjective,uncastrated
unsexy,adjective,sexy
unshaded,adjective,shaded|shaded
unshapely,adjective,shapely
unshared,adjective,shared
unshaved,adjective,shaven
unshaven,adjective,shaven
unsheared,adjective,sheared
unsheathed,adjective,sheathed
unshelled,adjective,shelled
unshockable,adjective,shockable
unshod,adjective,calced|shod
unshoed,adjective,shod
unshorn,adjective,sheared
unshrinkable,adjective,shrinkable
unshuttered,adjective,shuttered
