lemma,part_of_speech,antonyms
eastern,adjective,western|western
easy,adjective,difficult|uneasy
eatable,adjective,inedible
ebracteate,adjective,bracteate
eccentric,adjective,concentric
eccrine,adjective,apocrine
ecdemic,adjective,endemic
echoic,adjective,nonechoic
echt,adjective,counterfeit
ectomorphic,adjective,endomorphic
edible,adjective,inedible
edifying,adjective,unedifying
educated,adjective,uneducated
effective,adjective,ineffective
effectual,adjective,ineffective
efferent,adjective,afferent
effervescent,adjective,still|noneffervescent
efficacious,adjective,inefficacious|ineffective
efficient,adjective,inefficient
effortful,adjective,effortless
effortless,adjective,effortful
egocentric,adjective,altruistic
egoistic,adjective,altruistic
egoistical,adjective,altruistic
elastic,adjective,inelastic
elated,adjective,dejected
elected,adjective,appointive
elective,adjective,appointive
elegant,adjective,inelegant
eligible,adjective,ineligible
emmetropic,adjective,ametropic
emotional,adjective,cerebral|unemotional
empiric,adjective,theoretical
empirical,adjective,theoretical
employable,adjective,unemployable
employed,adjective,unemployed
empty,adjective,full
enabling,adjective,disabling
enchanted,adjective,disenchanted
enclosed,adjective,unenclosed
encouraging,adjective,discouraging
encumbered,adjective,unencumbered
end-stopped,adjective,run-on
endemic,adjective,epidemic|cosmopolitan
endemical,adjective,epidemic
endergonic,adjective,exergonic
endocentric,adjective,exocentric
endocrinal,adjective,exocrine
endocrine,adjective,exocrine
endoergic,adjective,exoergic
endogamic,adjective,exogamous|exogamous
endogamous,adjective,exogamous|exogamous
endogenic,adjective,exogenous|exogenic
endogenous,adjective,exogenous|exogenic
endomorphic,adjective,mesomorphic
endothermal,adjective,exothermic
endothermic,adjective,exothermic
endowed,adjective,unendowed
endozoic,adjective,epizoic
energetic,adjective,lethargic
energy-absorbing,adjective,exoergic
energy-releasing,adjective,endoergic
enforceable,adjective,unenforceable
enforced,adjective,unenforced
enfranchised,adjective,disenfranchised
enlarged,adjective,atrophied
enlightened,adjective,unenlightened
enlightening,adjective,unenlightening|unedifying
enlivened,adjective,unenlivened
enterprising,adjective,unenterprising
enthusiastic,adjective,unenthusiastic
entomophilous,adjective,anemophilous
entozoan,adjective,epizoic
entozoic,adjective,epizoic
epidemic,adjective,endemic
epizoic,adjective,entozoic
equal,adjective,unequal|inadequate
equatorial,adjective,polar
equipped,adjective,unequipped|unfurnished
equipt,adjective,unequipped
equitable,adjective,inequitable
equivocal,adjective,unequivocal
eradicable,adjective,ineradicable
erect,adjective,unerect
eremitic,adjective,cenobitic
eremitical,adjective,cenobitic
eruptive,adjective,aqueous
esoteric,adjective,exoteric
essential,adjective,inessential|adjective
established,adjective,unestablished
esthetic,adjective,inaesthetic
esthetical,adjective,inaesthetic
estimable,adjective,contemptible
estrous,adjective,anestrous
ethical,adjective,unethical
eucaryotic,adjective,prokaryotic|procaryotic
eugenic,adjective,dysgenic
eukaryotic,adjective,prokaryotic|procaryotic
euphemistic,adjective,dysphemistic
euphonious,adjective,cacophonous
euphonous,adjective,cacophonous
euphoric,adjective,dysphoric
eupneic,adjective,breathless
eupnoeic,adjective,breathless
eusporangiate,adjective,leptosporangiate
even,adjective,odd|uneven
eventful,adjective,uneventful
evergreen,adjective,deciduous
evil,adjective,good
evitable,adjective,inevitable
ex vivo,adjective,in vivo
exact,adjective,inexact
exacting,adjective,unfastidious
exaugural,adjective,inaugural
exchangeable,adjective,unexchangeable|inconvertible
excitable,adjective,unexcitable
excited,adjective,unexcited
exciting,adjective,unexciting
exclusive,adjective,inclusive
exculpatory,adjective,inculpatory
excusable,adjective,inexcusable
excusatory,adjective,unapologetic
exempt,adjective,nonexempt|taxable
exergonic,adjective,endergonic
exhausted,adjective,unexhausted
exhaustible,adjective,inexhaustible
existent,adjective,nonexistent|unreal|potential
existing,adjective,nonexistent
exocentric,adjective,endocentric
exocrine,adjective,endocrine
exoergic,adjective,endoergic
exogamic,adjective,autogamous|endogamous
exogamous,adjective,autogamous|endogamous
exogenic,adjective,endogenous|endogenic
exogenous,adjective,endogenous|endogenic
exoteric,adjective,esoteric
exothermal,adjective,endothermic
exothermic,adjective,endothermic
expanded,adjective,contracted
expansive,adjective,unexpansive
expected,adjective,unexpected
expedient,adjective,inexpedient
expendable,adjective,unexpendable
expensive,adjective,cheap
experienced,adjective,inexperienced
experient,adjective,inexperienced
expired,adjective,unexpired
explicable,adjective,inexplicable
explicit,adjective,implicit
exploited,adjective,unexploited
explorative,adjective,nonexploratory
exploratory,adjective,nonexploratory
explosive,adjective,nonexplosive
exportable,adjective,unexportable
expressed,adjective,implicit
expressible,adjective,inexpressible
extant,adjective,extinct
extended,adjective,unextended
extensible,adjective,nonextensile
extensile,adjective,nonextensile
extensive,adjective,intensive
exterior,adjective,interior
external,adjective,internal
exterritorial,adjective,territorial
extinct,adjective,extant|active
extinguishable,adjective,inextinguishable
extracellular,adjective,intracellular
extramural,adjective,intramural
extraordinary,adjective,ordinary
extrasensory,adjective,sensory
extraterritorial,adjective,territorial
extraversive,adjective,ambiversive
extricable,adjective,inextricable
extrinsic,adjective,intrinsic
extrospective,adjective,introspective
extroversive,adjective,ambiversive
extroverted,adjective,introspective
extrusive,adjective,intrusive
eyed,adjective,eyeless
eyeless,adjective,eyed
faced,adjective,faceless
faceless,adjective,faced
faceted,adjective,unfaceted
factory-made,adjective,homemade
facultative,adjective,obligate
fair,adjective,unfair|foul
faithful,adjective,unfaithful|unfaithful
fallible,adjective,infallible
falling,adjective,rising
false,adjective,true
familiar,adjective,unfamiliar|strange
fancy,adjective,plain
far,adjective,near
farsighted,adjective,nearsighted
fashionable,adjective,unfashionable|styleless
fast,adjective,slow|slow|slow
fastened,adjective,unfastened|unbuttoned|untied
fastidious,adjective,unfastidious|unfastidious
fat,adjective,thin|nonfat
fat-free,adjective,fatty
fatal,adjective,nonfatal
fathomable,adjective,unfathomable
fatless,adjective,fatty
fatty,adjective,nonfat
favorable,adjective,unfavorable|unfavorable
favourable,adjective,unfavorable|unfavorable
fearful,adjective,brave
fearless,adjective,afraid
feathered,adjective,unfeathered
featherless,adjective,feathered
febrile,adjective,afebrile
federal,adjective,unitary
felicitous,adjective,infelicitous
female,adjective,androgynous
feminine,adjective,masculine|neuter|unwomanly
ferned,adjective,fernless
fernless,adjective,ferned
ferny,adjective,fernless
fertile,adjective,sterile
feverish,adjective,afebrile
few,adjective,many
fewer,adjective,more|many
fewest,adjective,most|many
fictional,adjective,nonfictional
figurative,adjective,literal
filial,adjective,parental|parental
filled,adjective,unfilled
financial,adjective,nonfinancial
fine,adjective,coarse
finer,adjective,coarse
fingered,adjective,fingerless
fingerless,adjective,fingered
finished,adjective,unfinished|unfinished
finite,adjective,infinite|infinite
first,adjective,last|second
fiscal,adjective,nonfinancial
fissile,adjective,nonfissionable|nonfissile
fissionable,adjective,nonfissionable
fit,adjective,unfit|unfit
fitter,adjective,unfit|unfit
fixed,adjective,unfixed
flat,adjective,contrasty|natural
flat-bellied,adjective,bellied
flattering,adjective,unflattering
fledged,adjective,unfledged
flexible,adjective,inflexible|inflexible|uncompromising
flexile,adjective,inflexible
flimsy,adjective,convincing
floored,adjective,ceilinged
flowering,adjective,flowerless
flowerless,adjective,flowering
focused,adjective,unfocused
focussed,adjective,unfocused
following,adjective,leading
foolish,adjective,wise
footed,adjective,footless
footless,adjective,footed
forceful,adjective,forceless
forceless,adjective,forceful
fore,adjective,aft
forehand,adjective,backhand
forehanded,adjective,backhand
foreign,adjective,domestic|native
forgetful,adjective,retentive|mindful
forgettable,adjective,unforgettable
forgiving,adjective,unforgiving
formal,adjective,informal|informal
formed,adjective,unformed
former,adjective,latter
forte,adjective,piano
fortunate,adjective,unfortunate
forward,adjective,backward|backward|reverse
fossorial,adjective,cursorial
foul,adjective,fair
found,adjective,lost
four-footed,adjective,bipedal|biped
fractional,adjective,whole
fragrant,adjective,malodorous
frail,adjective,robust
framed,adjective,unframed
fraternal,adjective,identical|sisterly
free,adjective,unfree|bound|unfree
free-lance,adjective,salaried
freelance,adjective,salaried
frequent,adjective,infrequent
fresh,adjective,stale|preserved|salty
fretted,adjective,unfretted
friendly,adjective,unfriendly|unfriendly|hostile
frivolous,adjective,serious
front,adjective,back
frozen,adjective,unfrozen
fruitful,adjective,unfruitful
fueled,adjective,unfueled
full,adjective,empty|thin
full-term,adjective,premature
full-time,adjective,part-time
functional,adjective,nonfunctional|organic
functioning,adjective,malfunctioning
funded,adjective,unfunded
furnished,adjective,unfurnished
furrowed,adjective,unfurrowed
future,adjective,past
gabled,adjective,hipped
gaseous,adjective,solid
gathered,adjective,uncollected|ungathered
geared,adjective,ungeared
general,adjective,specific|local
generative,adjective,consumptive
generous,adjective,stingy|ungenerous
genuine,adjective,counterfeit
geocentric,adjective,heliocentric
geographic,adjective,magnetic
geographical,adjective,magnetic
germfree,adjective,germy
germy,adjective,germfree
gifted,adjective,untalented
gill-less,adjective,branchiate
gilled,adjective,abranchiate
glad,adjective,sad
glassed,adjective,unglazed
glassless,adjective,glazed
glazed,adjective,unglazed|unglazed
glorious,adjective,inglorious
gloved,adjective,gloveless
gloveless,adjective,gloved
gluttonous,adjective,abstemious
gnostic,adjective,agnostic
go,adjective,no-go
good,adjective,bad|evil
good-natured,adjective,ill-natured
graceful,adjective,awkward
gracious,adjective,ungracious
gradual,adjective,sudden|steep
grammatical,adjective,ungrammatical
granular,adjective,achondritic
grassless,adjective,grassy
grassy,adjective,grassless
grateful,adjective,ungrateful
greased,adjective,unlubricated
greater,adjective,lesser
green,adjective,ripe
gregarious,adjective,ungregarious|ungregarious
groomed,adjective,ungroomed
gross,adjective,net
guided,adjective,unguided
guiltless,adjective,guilty
guilty,adjective,innocent
gusseted,adjective,ungusseted
gutless,adjective,gutsy
gutsy,adjective,gutless
habit-forming,adjective,nonaddictive
haired,adjective,hairless
hairless,adjective,hairy
hairy,adjective,hairless
half,adjective,whole
hand-crafted,adjective,machine-made
handed,adjective,handless
handled,adjective,handleless
handleless,adjective,handled
handless,adjective,handed
handmade,adjective,machine-made
haploid,adjective,diploid
haploidic,adjective,diploid
happy,adjective,unhappy
hard,adjective,easy|soft|soft|voiced|soft|soft
hardened,adjective,untempered|soft
hardhearted,adjective,softhearted
harmful,adjective,harmless
harmless,adjective,harmful
harmonic,adjective,nonharmonic
harmonious,adjective,inharmonious
harsh,adjective,fine
hateful,adjective,lovable
hatless,adjective,hatted
hatted,adjective,hatless
headed,adjective,unheaded|headless
headless,adjective,headed
healthful,adjective,unhealthful|unsanitary
healthier,adjective,unhealthy
healthy,adjective,unhealthy
hearable,adjective,inaudible
hearing,adjective,deaf
heartless,adjective,softhearted
heat-absorbing,adjective,exothermic
heat-releasing,adjective,endothermic
heavenly,adjective,earthly
heavy,adjective,light|light|light|light|light|light
heavy-duty,adjective,light-duty
heavy-footed,adjective,light-footed
heedful,adjective,heedless
heedless,adjective,heedful
heliocentric,adjective,geocentric
helpful,adjective,unhelpful
herbivorous,adjective,omnivorous
heritable,adjective,noninheritable
heterocercal,adjective,homocercal
heterodactyl,adjective,zygodactyl
heteroecious,adjective,autoecious
heterogeneous,adjective,homogeneous|autogenous
heterogenous,adjective,homogeneous|autogenous
heterologic,adjective,analogous
heterological,adjective,analogous
heterologous,adjective,analogous|autologous
heterosexual,adjective,homosexual
heterotrophic,adjective,autotrophic
heterozygous,adjective,homozygous
heuristic,adjective,algorithmic
hi-tech,adjective,low-tech
hierarchal,adjective,nonhierarchical
hierarchic,adjective,nonhierarchical
hierarchical,adjective,nonhierarchical
high,adjective,low|low|low
high-interest,adjective,low-interest
high-pitched,adjective,low
high-resolution,adjective,low-resolution
high-rise,adjective,low-rise
high-sudsing,adjective,low-sudsing
high-tech,adjective,low-tech
high-tension,adjective,low-tension
higher,adjective,low|low|low
highland,adjective,lowland
hipless,adjective,hipped
hipped,adjective,hipless|gabled
hired,adjective,unchartered
hirsute,adjective,hairless
historical,adjective,ahistorical|synchronic
holistic,adjective,atomistic
hollow,adjective,solid
holophytic,adjective,holozoic
holozoic,adjective,holophytic
holy,adjective,unholy
home,adjective,away
homemade,adjective,factory-made
homeopathic,adjective,allopathic
homocentric,adjective,eccentric
homocercal,adjective,heterocercal
homochromatic,adjective,polychromatic
homoecious,adjective,heteroecious
homogeneous,adjective,heterogeneous
homogenous,adjective,heterogeneous
homologous,adjective,analogous|heterologous
homosexual,adjective,bisexual
homozygous,adjective,heterozygous
honest,adjective,dishonest
honorable,adjective,dishonest|dishonorable
honourable,adjective,dishonorable
hoofed,adjective,unguiculate
hooved,adjective,unguiculate
hopeful,adjective,hopeless
hopeless,adjective,hopeful
horizontal,adjective,vertical
horned,adjective,hornless
hornless,adjective,horned
hospitable,adjective,inhospitable|inhospitable
hostile,adjective,amicable|friendly
hot,adjective,cold|cold
human,adjective,nonhuman
humane,adjective,inhumane
humble,adjective,proud
humorless,adjective,humorous
humorous,adjective,humorless
humourless,adjective,humorous
humourous,adjective,humorless
hungry,adjective,thirsty
hurried,adjective,unhurried
husbandly,adjective,wifely
hydrated,adjective,anhydrous
hydric,adjective,mesic
hydrokinetic,adjective,hydrostatic
hydrophilic,adjective,hydrophobic
hydrophobic,adjective,hydrophilic
hydrostatic,adjective,hydrokinetic
hydrous,adjective,anhydrous
hypercatalectic,adjective,acatalectic
hypertensive,adjective,hypotensive
hypertonic,adjective,hypotonic|hypotonic
hypertrophied,adjective,atrophied
hypognathous,adjective,opisthognathous
hypotensive,adjective,normotensive
hypotonic,adjective,hypertonic|isotonic
identical,adjective,fraternal
identifiable,adjective,unidentifiable
idiographic,adjective,nomothetic
idle,adjective,busy
igneous,adjective,aqueous
ignoble,adjective,noble
ill,adjective,well
ill-advised,adjective,well-advised
ill-defined,adjective,well-defined
ill-formed,adjective,grammatical
ill-natured,adjective,good-natured
ill-smelling,adjective,fragrant
ill-treated,adjective,unabused
illegal,adjective,legal
illegible,adjective,legible
illegitimate,adjective,legitimate
illicit,adjective,licit
illiterate,adjective,literate|literate
illogical,adjective,logical
illuminating,adjective,unenlightening
imbalanced,adjective,balanced
imitative,adjective,nonimitative|nonechoic|genuine
immanent,adjective,transeunt
immaterial,adjective,material|corporeal|material
immature,adjective,mature|old|ripe|mature|fledged
immeasurable,adjective,measurable
immediate,adjective,mediate
immensurable,adjective,measurable
immiscible,adjective,miscible
immobile,adjective,mobile
immoderate,adjective,moderate
immodest,adjective,modest|modest
immoral,adjective,moral
immortal,adjective,mortal
immunocompetent,adjective,immunodeficient
immunodeficient,adjective,immunocompetent
immutable,adjective,mutable
impaired,adjective,unimpaired
impalpable,adjective,tangible|palpable
impartial,adjective,partial|prejudiced
impassable,adjective,passable
impatient,adjective,patient
impenetrable,adjective,penetrable
impenitent,adjective,penitent|repentant
imperative,adjective,beseeching
imperceptible,adjective,perceptible
imperfect,adjective,perfect
imperishable,adjective,perishable
impermanent,adjective,permanent
impermeable,adjective,permeable
impermissible,adjective,permissible
impersonal,adjective,personal
imperviable,adjective,pervious
impervious,adjective,pervious
impious,adjective,pious
implacable,adjective,placable
implausible,adjective,plausible
implemented,adjective,unenforced
implicit,adjective,explicit
imploring,adjective,imperative
impolite,adjective,polite
impolitic,adjective,politic
imponderable,adjective,ponderable
important,adjective,unimportant|insignificant|noncrucial
impossible,adjective,possible
impotent,adjective,potent|potent
impractical,adjective,practical
imprecise,adjective,precise
impressible,adjective,unimpressionable
impressionable,adjective,unimpressionable
impressive,adjective,unimpressive
improbable,adjective,probable
improper,adjective,proper
improved,adjective,unimproved
improvident,adjective,provident
imprudent,adjective,prudent
impure,adjective,pure|pure|clean
in vitro,adjective,in vivo
in vivo,adjective,in vitro
inaccessible,adjective,accessible
inaccurate,adjective,accurate
inactive,adjective,active|operational|active|active|active|active|active|active
inadequate,adjective,adequate
inadmissible,adjective,admissible
inadvisable,adjective,advisable
inaesthetic,adjective,aesthetic
inalienable,adjective,alienable
inalterable,adjective,alterable
inanimate,adjective,animate|animate
inappropriate,adjective,appropriate
inarticulate,adjective,articulate
inattentive,adjective,attentive
inaudible,adjective,audible
inaugural,adjective,exaugural
inauspicious,adjective,auspicious
inboard,adjective,outboard
inbred,adjective,outbred
incalculable,adjective,calculable
incapable,adjective,capable|capable
incautious,adjective,cautious
incertain,adjective,certain|sure
incident,adjective,basic
incidental,adjective,basic
inclement,adjective,clement|clement
inclined,adjective,disinclined|horizontal
inclusive,adjective,exclusive
incognizant,adjective,aware
incoherent,adjective,coherent|coherent
incombustible,adjective,combustible
incoming,adjective,outgoing|outgoing
incommensurate,adjective,commensurate
incommodious,adjective,commodious
incommunicative,adjective,communicative
incommutable,adjective,commutable
incomparable,adjective,comparable
incompatible,adjective,compatible|synergistic|congenial|compatible
incompetent,adjective,competent|competent
incomplete,adjective,complete
incomprehensible,adjective,explicable|comprehensible
incomprehensive,adjective,comprehensive
incompressible,adjective,compressible
inconclusive,adjective,conclusive
incongruent,adjective,congruent
incongruous,adjective,congruous
inconsiderable,adjective,considerable
inconsiderate,adjective,considerate
inconsistent,adjective,consistent
inconsolable,adjective,consolable
inconspicuous,adjective,conspicuous
inconstant,adjective,constant
incontestable,adjective,contestable
incontestible,adjective,contestable
incontinent,adjective,continent
inconvenient,adjective,convenient
inconvertible,adjective,convertible
incorporeal,adjective,corporeal
incorrect,adjective,correct|right
incorrigible,adjective,corrigible
incorrupt,adjective,corrupt
increased,adjective,decreased
increasing,adjective,decreasing|decreasing
incredible,adjective,credible
incredulous,adjective,credulous
inculpative,adjective,exculpatory
inculpatory,adjective,exculpatory
incurable,adjective,curable
incurious,adjective,curious
indecent,adjective,decent
indecisive,adjective,decisive|decisive
indecorous,adjective,decorous
indefeasible,adjective,defeasible
indefinite,adjective,definite
indehiscent,adjective,dehiscent
indelicate,adjective,decorous
independent,adjective,dependent|dependent
indestructible,adjective,destructible
indeterminable,adjective,determinable
indeterminate,adjective,determinate|determinate
indigestible,adjective,digestible
indirect,adjective,direct|lineal|direct
indiscernible,adjective,discernible
indiscreet,adjective,discreet
indiscriminate,adjective,discriminate
indiscriminating,adjective,discriminating
indispensable,adjective,dispensable
indissoluble,adjective,soluble
indistinct,adjective,distinct
indistinguishable,adjective,distinguishable
individual,adjective,common
indivisible,adjective,divisible
indoor,adjective,outdoor
induced,adjective,spontaneous
inductive,adjective,deductive
indulgent,adjective,nonindulgent
industrial,adjective,nonindustrial
inebriated,adjective,sober
inedible,adjective,edible
ineffective,adjective,effective
ineffectual,adjective,effective
inefficacious,adjective,efficacious
inefficient,adjective,efficient
inelastic,adjective,elastic
inelegant,adjective,elegant
ineligible,adjective,eligible
inequitable,adjective,equitable
ineradicable,adjective,eradicable
inessential,adjective,essential
inevitable,adjective,evitable
inexact,adjective,exact
inexcusable,adjective,excusable
inexhaustible,adjective,exhaustible
inexpedient,adjective,expedient
inexpensive,adjective,expensive
inexperienced,adjective,experienced
inexperient,adjective,experienced
inexplicable,adjective,explicable
inexplicit,adjective,explicit
inexpressible,adjective,expressible
inextensible,adjective,extensile
inextinguishable,adjective,extinguishable
inextricable,adjective,extricable
infallible,adjective,fallible
infected,adjective,antiseptic
infectious,adjective,noninfectious
infelicitous,adjective,felicitous
inferior,adjective,superior|superior|adscript|superior
infernal,adjective,supernal
infertile,adjective,fertile
infinite,adjective,finite|finite
inflationary,adjective,deflationary
inflected,adjective,uninflected|uninflected
inflectional,adjective,derivational
inflexible,adjective,flexible|compromising|flexible
influential,adjective,uninfluential
informal,adjective,formal|formal
informative,adjective,unenlightening|uninstructive|uninformative
informatory,adjective,uninformative
informed,adjective,uninformed
infrequent,adjective,frequent
ingenuous,adjective,disingenuous
inglorious,adjective,glorious
inhabited,adjective,uninhabited
inharmonious,adjective,harmonious
inheritable,adjective,noninheritable
inhibited,adjective,uninhibited
inhospitable,adjective,hospitable|hospitable
inhumane,adjective,humane
inhumed,adjective,unburied
injectable,adjective,uninjectable
injured,adjective,uninjured
inland,adjective,coastal
innate,adjective,conditioned
inner,adjective,outer
innocent,adjective,guilty
innocuous,adjective,noxious
innumerate,adjective,numerate
inodorous,adjective,odorous
inoffensive,adjective,offensive|offensive|dysphemistic
inoperable,adjective,operable
inoperative,adjective,operative
inopportune,adjective,opportune
inorganic,adjective,organic|organic
inquiring,adjective,uninquiring
inquisitorial,adjective,accusatorial
insane,adjective,sane
insanitary,adjective,sanitary
insatiable,adjective,satiate
insatiate,adjective,satiate
insectivorous,adjective,carnivorous
insecure,adjective,secure|secure|secure
insensate,adjective,sentient
insensible,adjective,sensible
insensitive,adjective,sensitive|sensitive
insentient,adjective,sentient
inshore,adjective,offshore
inside,adjective,outside
insignificant,adjective,significant
insincere,adjective,sincere
insoluble,adjective,soluble|soluble
insolvent,adjective,solvent
inspiring,adjective,uninspiring
institutional,adjective,noninstitutional
institutionalised,adjective,noninstitutionalized
institutionalized,adjective,noninstitutionalized
instructive,adjective,uninstructive
instrumental,adjective,vocal
insubordinate,adjective,subordinate
insubstantial,adjective,substantial
insufficient,adjective,sufficient
insured,adjective,uninsured
insurmountable,adjective,surmountable
insusceptible,adjective,susceptible
intangible,adjective,tangible|tangible
integrated,adjective,nonintegrated|segregated
integrative,adjective,disintegrative
intellectual,adjective,nonintellectual|emotional
intelligent,adjective,unintelligent
intelligible,adjective,unintelligible
intemperate,adjective,temperate|temperate
intended,adjective,unintended
intense,adjective,mild
intensifying,adjective,moderating
intensive,adjective,extensive
intentional,adjective,undesigned
interactive,adjective,antagonistic
intercontinental,adjective,continental
interdepartmental,adjective,intradepartmental
interested,adjective,uninterested
interesting,adjective,uninteresting
interior,adjective,exterior
intermediate,adjective,terminal
internal,adjective,external
international,adjective,national
interred,adjective,unburied
interrogative,adjective,declarative|declaratory
interrogatory,adjective,declarative|declaratory
interspecies,adjective,intraspecies
interspecific,adjective,intraspecies
interstate,adjective,intrastate
intestate,adjective,testate
intolerable,adjective,tolerable
intolerant,adjective,tolerant
intoxicated,adjective,sober
intra vires,adjective,ultra vires
intracellular,adjective,extracellular
intractable,adjective,tractable
intradepartmental,adjective,interdepartmental
intramural,adjective,extramural
intransitive,adjective,transitive
intraspecies,adjective,interspecies
intraspecific,adjective,interspecies
intrastate,adjective,interstate
intrinsic,adjective,extrinsic
intrinsical,adjective,extrinsic
introspective,adjective,extrospective
introversive,adjective,extroversive
introverted,adjective,extrospective
introvertive,adjective,extroversive
intrusive,adjective,unintrusive|extrusive|protrusive
invalid,adjective,valid
invariable,adjective,variable
invasive,adjective,noninvasive|confined
inverse,adjective,direct
invertebrate,adjective,vertebrate
inverted,adjective,amphitropous
invertible,adjective,non-invertible
invigorating,adjective,debilitating
inviolable,adjective,violable
invisible,adjective,visible|conspicuous
inviting,adjective,uninviting
involuntary,adjective,voluntary|voluntary
involved,adjective,uninvolved
invulnerable,adjective,vulnerable
inward,adjective,outward
iodinating,adjective,de-iodinating
ionic,adjective,nonionic
ionised,adjective,nonionized
ionized,adjective,nonionized
ipsilateral,adjective,contralateral
ironed,adjective,unironed
irrational,adjective,rational|rational
irreconcilable,adjective,reconcilable
irrecoverable,adjective,recoverable
irreducible,adjective,reducible
irregular,adjective,regular|regular|regular
irrelevant,adjective,relevant
irreligious,adjective,religious
irremediable,adjective,remediable
irremovable,adjective,removable
irreparable,adjective,reparable
irreplaceable,adjective,replaceable
irreproducible,adjective,reproducible
irresistible,adjective,resistible
irresolute,adjective,resolute
irresponsible,adjective,responsible
irreverent,adjective,reverent
irreversible,adjective,reversible
irrevocable,adjective,revocable
irrevokable,adjective,revocable
isometric,adjective,isotonic
isosmotic,adjective,hypertonic
isotonic,adjective,hypertonic|isometric
isotropic,adjective,anisotropic
isotropous,adjective,anisotropic
jawed,adjective,jawless
jawless,adjective,jawed
joint,adjective,separate
jolting,adjective,smooth
jolty,adjective,smooth
joyful,adjective,sorrowful
joyless,adjective,joyous
joyous,adjective,joyless
judgmental,adjective,nonjudgmental
juiceless,adjective,juicy
juicy,adjective,juiceless
jumpy,adjective,smooth
junior,adjective,senior
just,adjective,unjust|inequitable|unfair
katabatic,adjective,anabatic
katabolic,adjective,anabolic
kept,adjective,broken
keyed,adjective,keyless
keyless,adjective,keyed
kind,adjective,unkind
knowable,adjective,unknowable
known,adjective,unknown
labeled,adjective,unlabeled
labelled,adjective,unlabeled
laced,adjective,unlaced
lactating,adjective,dry
lamented,adjective,unlamented
landed,adjective,landless
landless,adjective,landed
lap-strake,adjective,carvel-built
lap-straked,adjective,carvel-built
lap-streak,adjective,carvel-built
lap-streaked,adjective,carvel-built
large,adjective,small|little
larger,adjective,small|little
last,adjective,first
lasting,adjective,impermanent|caducous
late,adjective,early|early|early
later,adjective,early|early|early|early
latest,adjective,early|early|early
latter,adjective,former
laureled,adjective,unlaureled
laurelled,adjective,unlaureled
lawful,adjective,unlawful
lax,adjective,tense|tense
laxative,adjective,costive
leaded,adjective,unleaded
leading,adjective,following
leadless,adjective,leaded
leafless,adjective,leafy
leafy,adjective,leafless
leaky,adjective,tight
lean,adjective,fat|rich
learned,adjective,unconditioned
leased,adjective,unchartered
least,adjective,most
leavened,adjective,unleavened
leeward,adjective,windward
left,adjective,right|center
left-handed,adjective,ambidextrous
legal,adjective,illegal
legato,adjective,staccato
legged,adjective,legless
legible,adjective,illegible
legitimate,adjective,illegitimate
legless,adjective,legged
lengthways,adjective,crosswise
lengthwise,adjective,crosswise
lentic,adjective,lotic
leptorhine,adjective,catarrhine
leptorrhine,adjective,catarrhine
leptorrhinian,adjective,catarrhine
leptorrhinic,adjective,catarrhine
leptosporangiate,adjective,eusporangiate
less,adjective,more
lesser,adjective,greater|more
lethargic,adjective,energetic
liberal,adjective,conservative
licit,adjective,illicit
lidded,adjective,lidless
lidless,adjective,lidded
light,adjective,heavy|dark|heavy|heavy|heavy|dark|heavy|heavy
light-colored,adjective,dark
light-duty,adjective,heavy-duty
light-footed,adjective,heavy-footed
light-haired,adjective,brunet
lighted,adjective,unlighted
likable,adjective,unsympathetic
like,adjective,unlike|unlike|unalike
likeable,adjective,unsympathetic
liked,adjective,disliked
likely,adjective,unlikely|improbable
limbed,adjective,limbless
limbless,adjective,limbed
limited,adjective,unlimited
limitless,adjective,limited
lineal,adjective,collateral
linear,adjective,nonlinear|planar|digital
lined,adjective,unlined
lingual,adjective,nonlinguistic
linguistic,adjective,nonlinguistic
lipless,adjective,lipped
lipped,adjective,lipless
liquid,adjective,gaseous|unmelted
liquified,adjective,unmelted
listed,adjective,unlisted
lit,adjective,unlighted
literal,adjective,figurative
literate,adjective,illiterate|illiterate
little,adjective,large|big|much|tall
littler,adjective,large|big|much|tall
livable,adjective,unlivable
live,adjective,recorded|dead|dead
live-bearing,adjective,oviparous
liveable,adjective,unlivable
lively,adjective,dull
liveried,adjective,unliveried
loaded,adjective,unloaded
loamless,adjective,loamy
loamy,adjective,loamless
local,adjective,national|general
logical,adjective,illogical|incoherent
long,adjective,short|short|unretentive|short|short
long-spurred,adjective,short-spurred
loose,adjective,compact|tight|affixed
lossless,adjective,lossy
lossy,adjective,lossless
lost,adjective,found|saved|won
lotic,adjective,lentic
loud,adjective,soft|piano
lovable,adjective,hateful
loveable,adjective,hateful
loved,adjective,unloved
loving,adjective,unloving
low,adjective,high|high|high
low-class,adjective,middle-class
low-interest,adjective,high-interest
low-level,adjective,dominant
low-pitched,adjective,high
low-resolution,adjective,high-resolution
low-rise,adjective,high-rise
low-sudsing,adjective,high-sudsing
low-tech,adjective,high-tech
low-tension,adjective,high-tension
low-voltage,adjective,high-tension
lowborn,adjective,noble
lower-class,adjective,middle-class
lowercase,adjective,uppercase
lowered,adjective,raised
lowest,adjective,high|high|high
lowland,adjective,upland
loyal,adjective,disloyal|unpatriotic
lubricated,adjective,unlubricated
luckless,adjective,lucky
lucky,adjective,unlucky
lyric,adjective,dramatic
machine-made,adjective,handmade
made,adjective,unmade
magnetic,adjective,antimagnetic|nonmagnetic|geographic
